,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
6043,52.0,5.0,anything,2.0,never,graduated from college/university,asian,68.0,science / tech / engineering,matters,sometimes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,buddhism,48
6044,31.0,5.0,vegetarian,2.0,never,space camp,white,70.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,32
6045,20.0,5.0,anything,2.0,never,working on college/university,white,68.0,student,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,9
6046,39.0,2.0,anything,0.0,never,graduated from college/university,mixed,68.0,sales / marketing / biz dev,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,5
6047,24.0,5.0,other,2.0,never,graduated from college/university,white,72.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,1
6048,33.0,3.0,anything,1.0,never,graduated from college/university,asian,65.0,other,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,none,46
6049,22.0,3.0,anything,2.0,never,graduated from high school,mixed,69.0,military,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,9
6050,32.0,5.0,anything,2.0,sometimes,graduated from college/university,white,74.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,23
6051,32.0,3.0,anything,2.0,never,graduated from college/university,mixed,71.0,banking / financial / real estate,whatever,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,atheism,44
6052,39.0,2.0,anything,1.0,never,working on college/university,white,68.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,5
6053,24.0,5.0,anything,2.0,never,working on college/university,white,76.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,15
6054,29.0,5.0,anything,2.0,never,graduated from grad,white,77.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,30
6055,23.0,3.0,anything,2.0,sometimes,working on college/university,asian,70.0,student,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,26
6056,22.0,4.0,anything,2.0,sometimes,working on college/university,mixed,72.0,clerical / administrative,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,29
6057,24.0,4.0,anything,2.0,never,working on college/university,white,71.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,1
6058,26.0,3.0,anything,2.0,never,graduated from college/university,white,64.0,sales / marketing / biz dev,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,49
6059,37.0,5.0,vegetarian,0.0,never,graduated from college/university,mixed,67.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,christianity,36
6060,24.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,computer / hardware / software,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
6061,28.0,4.0,anything,2.0,never,graduated from college/university,white,67.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,17
6062,27.0,5.0,vegetarian,2.0,never,graduated from grad,mixed,74.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,christianity,25
6063,35.0,5.0,anything,2.0,never,graduated from college/university,asian,61.0,medicine / health,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,buddhism,43
6064,26.0,3.0,anything,2.0,sometimes,graduated from grad,white,66.0,science / tech / engineering,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,49
6065,36.0,2.0,anything,2.0,never,graduated from grad,white,66.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,36
6066,34.0,5.0,anything,2.0,never,graduated from grad,white,71.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,44
6067,35.0,5.0,anything,2.0,never,graduated from college/university,asian,67.0,sales / marketing / biz dev,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,12
6068,36.0,3.0,vegan,0.0,never,graduated from college/university,white,66.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,36
6069,26.0,5.0,other,0.0,never,graduated from high school,white,74.0,transportation,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,25
6070,40.0,3.0,anything,2.0,never,graduated from grad,white,66.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,5
6071,22.0,3.0,anything,1.0,never,working on college/university,asian,69.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,9
6072,25.0,4.0,anything,2.0,sometimes,graduated from grad,white,66.0,science / tech / engineering,whatever,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,agnosticism,33
6073,27.0,5.0,anything,3.0,never,graduated from grad,mixed,71.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,agnosticism,0
6074,37.0,2.0,anything,2.0,never,graduated from college/university,white,70.0,political / government,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,14
6075,30.0,5.0,anything,1.0,never,working on grad,asian,70.0,student,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,none,32
6076,31.0,5.0,anything,3.0,sometimes,working on grad,black,74.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,23
6077,34.0,4.0,anything,2.0,never,graduated from college/university,asian,63.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,46
6078,56.0,5.0,other,2.0,never,graduated from grad,white,70.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,48
6079,36.0,5.0,anything,2.0,never,graduated from grad,asian,71.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,14
6080,19.0,5.0,anything,0.0,never,working on high school,hispanic / latin,72.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,christianity,29
6081,41.0,5.0,other,2.0,never,graduated from college/university,mixed,64.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,6
6082,34.0,5.0,anything,2.0,never,graduated from grad,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,judaism,40
6083,67.0,3.0,anything,2.0,never,graduated from grad,white,67.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,atheism,45
6084,38.0,5.0,anything,2.0,never,graduated from grad,white,74.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,4
6085,25.0,5.0,anything,2.0,never,graduated from grad,white,72.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,1
6086,25.0,2.0,anything,2.0,sometimes,graduated from high school,mixed,71.0,construction / craftsmanship,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,1
6087,33.0,3.0,anything,2.0,never,space camp,hispanic / latin,68.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,none,12
6088,20.0,5.0,anything,2.0,never,working on college/university,mixed,67.0,student,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,catholicism,8
6089,34.0,5.0,anything,2.0,never,graduated from grad,white,71.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,44
6090,37.0,5.0,anything,2.0,never,graduated from college/university,white,76.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,16
6091,33.0,5.0,anything,2.0,sometimes,working on grad,white,65.0,student,whatever,sometimes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,other,46
6092,29.0,3.0,vegetarian,3.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,23
6093,28.0,5.0,anything,2.0,never,graduated from grad,white,73.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,judaism,25
6094,21.0,3.0,anything,2.0,sometimes,working on college/university,white,74.0,student,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,atheism,15
6095,23.0,3.0,anything,2.0,never,working on college/university,mixed,69.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,christianity,26
6096,54.0,5.0,anything,3.0,never,graduated from college/university,white,70.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,48
6097,36.0,5.0,other,0.0,never,space camp,white,68.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,14
6098,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,70.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,none,0
6099,26.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,0
6100,22.0,5.0,halal,1.0,never,working on college/university,middle eastern,70.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,islam,9
6101,28.0,2.0,anything,2.0,sometimes,graduated from college/university,white,74.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,25
6102,27.0,5.0,anything,2.0,never,space camp,hispanic / latin,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,0
6103,29.0,3.0,anything,2.0,never,graduated from grad,white,74.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,23
6104,56.0,5.0,anything,2.0,never,graduated from grad,white,67.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,48
6105,30.0,3.0,anything,0.0,never,graduated from college/university,white,72.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,32
6106,25.0,3.0,anything,2.0,never,graduated from college/university,asian,71.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,1
6107,29.0,5.0,anything,2.0,never,graduated from grad,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,17
6108,33.0,5.0,anything,2.0,never,graduated from grad,white,73.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,16
6109,32.0,2.0,anything,2.0,never,graduated from grad,white,67.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,22
6110,43.0,3.0,vegetarian,2.0,never,graduated from college/university,white,70.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,39
6111,22.0,5.0,anything,2.0,sometimes,working on college/university,white,63.0,student,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,agnosticism,41
6112,23.0,3.0,anything,2.0,never,graduated from high school,mixed,65.0,sales / marketing / biz dev,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,41
6113,34.0,3.0,anything,2.0,never,graduated from college/university,white,73.0,artistic / musical / writer,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,16
6114,56.0,3.0,vegetarian,2.0,never,graduated from grad,white,66.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,48
6115,28.0,5.0,anything,0.0,never,graduated from grad,white,71.0,law / legal services,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,none,0
6116,28.0,5.0,anything,3.0,sometimes,graduated from college/university,mixed,72.0,other,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,0
6117,31.0,5.0,anything,2.0,never,working on college/university,white,77.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,none,30
6118,46.0,5.0,vegetarian,2.0,never,graduated from college/university,white,67.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,27
6119,28.0,5.0,anything,2.0,never,graduated from grad,white,73.0,executive / management,whatever,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,christianity,25
6120,23.0,5.0,anything,1.0,never,working on college/university,mixed,61.0,other,whatever,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,other,3
6121,44.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,christianity,39
6122,31.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,32
6123,35.0,5.0,vegetarian,0.0,never,graduated from grad,white,70.0,education / academia,whatever,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,other,14
6124,32.0,3.0,anything,2.0,never,graduated from grad,white,74.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,23
6125,42.0,4.0,anything,2.0,sometimes,graduated from college/university,asian,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,24
6126,26.0,2.0,anything,1.0,never,working on grad,white,65.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,49
6127,35.0,3.0,anything,3.0,sometimes,graduated from high school,white,69.0,other,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,12
6128,31.0,5.0,vegan,2.0,never,graduated from grad,white,67.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,17
6129,27.0,3.0,anything,2.0,never,graduated from grad,mixed,65.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,49
6130,58.0,3.0,anything,2.0,never,graduated from college/university,mixed,74.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,other,7
6131,57.0,5.0,anything,2.0,never,graduated from grad,white,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,7
6132,37.0,5.0,anything,2.0,never,graduated from grad,white,70.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,atheism,14
6133,30.0,5.0,other,2.0,sometimes,graduated from college/university,mixed,70.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,32
6134,42.0,5.0,anything,2.0,never,graduated from college/university,mixed,73.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,judaism,39
6135,33.0,4.0,anything,2.0,never,graduated from grad,asian,67.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,40
6136,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,71.0,artistic / musical / writer,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,0
6137,23.0,2.0,anything,2.0,never,working on grad,asian,63.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,41
6138,38.0,3.0,anything,1.0,never,graduated from college/university,mixed,73.0,entertainment / media,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,4
6139,24.0,2.0,anything,2.0,sometimes,graduated from college/university,mixed,64.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,41
6140,26.0,3.0,anything,2.0,never,graduated from college/university,mixed,66.0,medicine / health,does_not_matter,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,yes,catholicism,49
6141,53.0,5.0,anything,2.0,never,graduated from college/university,white,62.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,judaism,47
6142,36.0,3.0,anything,2.0,sometimes,working on college/university,white,68.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,judaism,12
6143,26.0,5.0,anything,2.0,never,graduated from grad,white,75.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,25
6144,29.0,2.0,anything,2.0,sometimes,graduated from college/university,white,67.0,artistic / musical / writer,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,22
6145,28.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,42
6146,30.0,3.0,anything,0.0,never,graduated from college/university,asian,64.0,sales / marketing / biz dev,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,34
6147,26.0,3.0,anything,2.0,never,graduated from college/university,white,68.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,37
6148,31.0,5.0,anything,3.0,sometimes,graduated from high school,hispanic / latin,72.0,computer / hardware / software,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,23
6149,26.0,3.0,anything,2.0,sometimes,working on grad,white,64.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,49
6150,26.0,4.0,anything,0.0,never,graduated from college/university,asian,64.0,computer / hardware / software,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,42
6151,21.0,2.0,anything,2.0,never,graduated from high school,white,71.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,christianity,29
6152,68.0,4.0,vegan,0.0,never,graduated from college/university,white,73.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,45
6153,29.0,3.0,other,1.0,never,graduated from grad,asian,67.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,22
6154,25.0,3.0,anything,2.0,often,graduated from college/university,white,68.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,26
6155,23.0,1.0,anything,2.0,never,space camp,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,26
6156,50.0,3.0,anything,1.0,never,graduated from college/university,white,65.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,buddhism,47
6157,46.0,2.0,anything,2.0,never,graduated from college/university,white,66.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,christianity,2
6158,30.0,5.0,anything,0.0,never,working on grad,white,66.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,other,17
6159,27.0,3.0,vegetarian,2.0,sometimes,graduated from grad,white,73.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,25
6160,36.0,2.0,vegetarian,2.0,sometimes,working on grad,white,69.0,other,whatever,when drinking,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,other,14
6161,34.0,5.0,anything,2.0,never,graduated from college/university,asian,69.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,40
6162,36.0,5.0,anything,2.0,never,graduated from grad,asian,65.0,student,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,36
6163,28.0,5.0,anything,2.0,sometimes,working on grad,white,64.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,42
6164,68.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,hispanic / latin,65.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,other,45
6165,31.0,5.0,anything,2.0,never,graduated from college/university,mixed,71.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,none,32
6166,33.0,2.0,anything,2.0,never,graduated from grad,white,68.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,12
6167,33.0,5.0,vegetarian,0.0,never,working on college/university,mixed,74.0,other,whatever,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,16
6168,28.0,3.0,vegetarian,2.0,never,graduated from college/university,white,73.0,computer / hardware / software,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,none,25
6169,39.0,5.0,anything,2.0,sometimes,graduated from grad,asian,70.0,other,does_not_matter,sometimes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,other,20
6170,45.0,2.0,anything,2.0,never,graduated from college/university,white,67.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,2
6171,30.0,5.0,anything,2.0,never,graduated from grad,black,73.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,christianity,23
6172,25.0,5.0,anything,3.0,never,graduated from grad,white,75.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,25
6173,32.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,46
6174,18.0,4.0,anything,2.0,sometimes,graduated from high school,hispanic / latin,67.0,unemployed,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,christianity,8
6175,21.0,5.0,anything,3.0,sometimes,working on college/university,white,71.0,student,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,29
6176,21.0,5.0,anything,2.0,never,space camp,white,74.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,15
6177,23.0,4.0,anything,3.0,sometimes,graduated from college/university,white,72.0,other,does_not_matter,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,1
6178,27.0,4.0,anything,2.0,sometimes,graduated from college/university,mixed,71.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,catholicism,0
6179,43.0,3.0,anything,1.0,never,graduated from grad,black,65.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,2
6180,31.0,5.0,anything,2.0,never,graduated from grad,white,74.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,23
6181,51.0,2.0,other,0.0,never,graduated from grad,white,62.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,47
6182,44.0,2.0,anything,2.0,never,graduated from college/university,mixed,74.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,28
6183,22.0,2.0,anything,2.0,never,working on college/university,black,65.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,41
6184,26.0,5.0,other,2.0,never,working on grad,white,69.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,37
6185,39.0,5.0,anything,2.0,never,graduated from grad,asian,62.0,medicine / health,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,other,43
6186,22.0,5.0,anything,2.0,sometimes,working on college/university,mixed,68.0,student,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,9
6187,32.0,2.0,anything,1.0,never,graduated from grad,white,63.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,35
6188,31.0,3.0,vegetarian,3.0,never,graduated from grad,white,66.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,22
6189,62.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,7
6190,30.0,4.0,anything,1.0,never,graduated from grad,asian,63.0,science / tech / engineering,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,christianity,34
6191,39.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,36
6192,29.0,5.0,anything,2.0,never,graduated from grad,white,74.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,23
6193,19.0,4.0,anything,0.0,never,working on college/university,white,68.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,9
6194,27.0,4.0,anything,2.0,never,graduated from college/university,mixed,70.0,other,whatever,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,buddhism,0
6195,31.0,3.0,anything,2.0,sometimes,graduated from college/university,white,74.0,hospitality / travel,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,23
6196,44.0,3.0,anything,2.0,never,graduated from grad,white,67.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,buddhism,24
6197,42.0,3.0,other,2.0,never,graduated from grad,white,65.0,political / government,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,other,6
6198,56.0,3.0,vegetarian,0.0,never,graduated from grad,white,71.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,7
6199,21.0,5.0,anything,2.0,never,working on college/university,mixed,70.0,student,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,catholicism,9
6200,28.0,5.0,anything,2.0,never,graduated from college/university,mixed,72.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,0
6201,29.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,17
6202,24.0,5.0,anything,2.0,never,working on grad,mixed,66.0,artistic / musical / writer,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,33
6203,21.0,2.0,vegetarian,1.0,sometimes,working on college/university,mixed,68.0,artistic / musical / writer,whatever,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,buddhism,9
6204,50.0,2.0,vegetarian,0.0,never,graduated from grad,white,65.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,47
6205,31.0,4.0,anything,2.0,never,graduated from college/university,white,71.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,32
6206,36.0,2.0,anything,0.0,never,graduated from college/university,mixed,67.0,other,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,12
6207,39.0,5.0,vegetarian,2.0,sometimes,graduated from grad,mixed,69.0,entertainment / media,whatever,no,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,buddhism,20
6208,59.0,2.0,anything,2.0,never,graduated from grad,mixed,75.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,7
6209,35.0,5.0,vegetarian,2.0,never,graduated from college/university,white,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,12
