,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,k proto labels,k-proto-labels
6051,32.0,3.0,anything,2.0,never,graduated from college/university,mixed,71.0,banking / financial / real estate,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,45,45
6052,39.0,2.0,anything,1.0,never,working on college/university,white,68.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,41,41
6053,24.0,5.0,anything,2.0,never,working on college/university,white,76.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,33,33
6054,29.0,5.0,anything,2.0,never,graduated from grad,white,77.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,7,7
6055,23.0,3.0,anything,2.0,sometimes,working on college/university,asian,70.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,3,3
6056,22.0,4.0,anything,2.0,sometimes,working on college/university,mixed,72.0,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,14,14
6057,24.0,4.0,anything,2.0,never,working on college/university,white,71.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,14,14
6058,26.0,3.0,anything,2.0,never,graduated from college/university,white,64.0,sales / marketing / biz dev,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,1,1
6059,37.0,5.0,vegetarian,0.0,never,graduated from college/university,mixed,67.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,12,12
6060,24.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,3,3
6061,28.0,4.0,anything,2.0,never,graduated from college/university,white,67.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,39,39
6062,27.0,5.0,vegetarian,2.0,never,graduated from grad,mixed,74.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,7,7
6063,35.0,5.0,anything,2.0,never,graduated from college/university,asian,61.0,medicine / health,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,buddhism,42,42
6064,26.0,3.0,anything,2.0,sometimes,graduated from grad,white,66.0,science / tech / engineering,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,46,46
6065,36.0,2.0,anything,2.0,never,graduated from grad,white,66.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,47,47
6066,34.0,5.0,anything,2.0,never,graduated from grad,white,71.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,30,30
6067,35.0,5.0,anything,2.0,never,graduated from college/university,asian,67.0,sales / marketing / biz dev,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,12,12
6068,36.0,3.0,vegan,0.0,never,graduated from college/university,white,66.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,47,47
6069,26.0,5.0,other,0.0,never,graduated from high school,white,74.0,transportation,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,33,33
6070,40.0,3.0,anything,2.0,never,graduated from grad,white,66.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,41,41
6071,22.0,3.0,anything,1.0,never,working on college/university,asian,69.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,10,10
6072,25.0,4.0,anything,2.0,sometimes,graduated from grad,white,66.0,science / tech / engineering,whatever,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,46,46
6073,27.0,5.0,anything,3.0,never,graduated from grad,mixed,71.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism,26,26
6074,37.0,2.0,anything,2.0,never,graduated from college/university,white,70.0,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,9,9
6075,30.0,5.0,anything,1.0,never,working on grad,asian,70.0,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,18,18
6076,31.0,5.0,anything,3.0,sometimes,working on grad,black,74.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,0,0
6077,34.0,4.0,anything,2.0,never,graduated from college/university,asian,63.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,42,42
6078,56.0,5.0,other,2.0,never,graduated from grad,white,70.0,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,4,4
6079,36.0,5.0,anything,2.0,never,graduated from grad,asian,71.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,30,30
6080,19.0,5.0,anything,0.0,never,working on high school,hispanic / latin,72.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity,49,49
6081,41.0,5.0,other,2.0,never,graduated from college/university,mixed,64.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,28,28
6082,34.0,5.0,anything,2.0,never,graduated from grad,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,judaism,25,25
6083,67.0,3.0,anything,2.0,never,graduated from grad,white,67.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,atheism,8,8
6084,38.0,5.0,anything,2.0,never,graduated from grad,white,74.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,17,17
6085,25.0,5.0,anything,2.0,never,graduated from grad,white,72.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,26,26
6086,25.0,2.0,anything,2.0,sometimes,graduated from high school,mixed,71.0,construction / craftsmanship,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,26,26
6087,33.0,3.0,anything,2.0,never,space camp,hispanic / latin,68.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,25,25
6088,20.0,5.0,anything,2.0,never,working on college/university,mixed,67.0,student,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,15,15
6089,34.0,5.0,anything,2.0,never,graduated from grad,white,71.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,30,30
6090,37.0,5.0,anything,2.0,never,graduated from college/university,white,76.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,20,20
6091,33.0,5.0,anything,2.0,sometimes,working on grad,white,65.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,other,24,24
6092,29.0,3.0,vegetarian,3.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,7,7
6093,28.0,5.0,anything,2.0,never,graduated from grad,white,73.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism,7,7
6094,21.0,3.0,anything,2.0,sometimes,working on college/university,white,74.0,student,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,atheism,32,32
6095,23.0,3.0,anything,2.0,never,working on college/university,mixed,69.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,3,3
6096,54.0,5.0,anything,3.0,never,graduated from college/university,white,70.0,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,29,29
6097,36.0,5.0,other,0.0,never,space camp,white,68.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,9,9
6098,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,70.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,26,26
6099,26.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,26,26
6100,22.0,5.0,halal,1.0,never,working on college/university,middle eastern,70.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,islam,14,14
6101,28.0,2.0,anything,2.0,sometimes,graduated from college/university,white,74.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,7,7
6102,27.0,5.0,anything,2.0,never,space camp,hispanic / latin,71.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,26,26
6103,29.0,3.0,anything,2.0,never,graduated from grad,white,74.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,7,7
6104,56.0,5.0,anything,2.0,never,graduated from grad,white,67.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,35,35
6105,30.0,3.0,anything,0.0,never,graduated from college/university,white,72.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,27,27
6106,25.0,3.0,anything,2.0,never,graduated from college/university,asian,71.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,christianity,26,26
6107,29.0,5.0,anything,2.0,never,graduated from grad,white,69.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,18,18
6108,33.0,5.0,anything,2.0,never,graduated from grad,white,73.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,30,30
6109,32.0,2.0,anything,2.0,never,graduated from grad,white,67.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,43,43
6110,43.0,3.0,vegetarian,2.0,never,graduated from college/university,white,70.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,6,6
6111,22.0,5.0,anything,2.0,sometimes,working on college/university,white,63.0,student,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,2,2
6112,23.0,3.0,anything,2.0,never,graduated from high school,mixed,65.0,sales / marketing / biz dev,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,34,34
6113,34.0,3.0,anything,2.0,never,graduated from college/university,white,73.0,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,30,30
6114,56.0,3.0,vegetarian,2.0,never,graduated from grad,white,66.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,35,35
6115,28.0,5.0,anything,0.0,never,graduated from grad,white,71.0,law / legal services,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,none,18,18
6116,28.0,5.0,anything,3.0,sometimes,graduated from college/university,mixed,72.0,other,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,26,26
6117,31.0,5.0,anything,2.0,never,working on college/university,white,77.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,0,0
6118,46.0,5.0,vegetarian,2.0,never,graduated from college/university,white,67.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,37,37
6119,28.0,5.0,anything,2.0,never,graduated from grad,white,73.0,executive / management,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,christianity,7,7
6120,23.0,5.0,anything,1.0,never,working on college/university,mixed,61.0,other,whatever,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,other,23,23
6121,44.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,6,6
6122,31.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,27,27
6123,35.0,5.0,vegetarian,0.0,never,graduated from grad,white,70.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,other,9,9
6124,32.0,3.0,anything,2.0,never,graduated from grad,white,74.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,0,0
6125,42.0,4.0,anything,2.0,sometimes,graduated from college/university,asian,68.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,40,40
6126,26.0,2.0,anything,1.0,never,working on grad,white,65.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,34,34
6127,35.0,3.0,anything,3.0,sometimes,graduated from high school,white,69.0,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,25,25
6128,31.0,5.0,vegan,2.0,never,graduated from grad,white,67.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,44,44
6129,27.0,3.0,anything,2.0,never,graduated from grad,mixed,65.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,1,1
6130,58.0,3.0,anything,2.0,never,graduated from college/university,mixed,74.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,other,4,4
6131,57.0,5.0,anything,2.0,never,graduated from grad,white,71.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,4,4
6132,37.0,5.0,anything,2.0,never,graduated from grad,white,70.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,atheism,9,9
6133,30.0,5.0,other,2.0,sometimes,graduated from college/university,mixed,70.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,18,18
6134,42.0,5.0,anything,2.0,never,graduated from college/university,mixed,73.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,31,31
6135,33.0,4.0,anything,2.0,never,graduated from grad,asian,67.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,43,43
6136,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,71.0,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26,26
6137,23.0,2.0,anything,2.0,never,working on grad,asian,63.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,19,19
6138,38.0,3.0,anything,1.0,never,graduated from college/university,mixed,73.0,entertainment / media,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,17,17
6139,24.0,2.0,anything,2.0,sometimes,graduated from college/university,mixed,64.0,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,34,34
6140,26.0,3.0,anything,2.0,never,graduated from college/university,mixed,66.0,medicine / health,does_not_matter,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,catholicism,46,46
6141,53.0,5.0,anything,2.0,never,graduated from college/university,white,62.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,35,35
6142,36.0,3.0,anything,2.0,sometimes,working on college/university,white,68.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,47,47
6143,26.0,5.0,anything,2.0,never,graduated from grad,white,75.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,33,33
6144,29.0,2.0,anything,2.0,sometimes,graduated from college/university,white,67.0,artistic / musical / writer,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,39,39
6145,28.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,1,1
6146,30.0,3.0,anything,0.0,never,graduated from college/university,asian,64.0,sales / marketing / biz dev,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,24,24
6147,26.0,3.0,anything,2.0,never,graduated from college/university,white,68.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,22,22
6148,31.0,5.0,anything,3.0,sometimes,graduated from high school,hispanic / latin,72.0,computer / hardware / software,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,27,27
6149,26.0,3.0,anything,2.0,sometimes,working on grad,white,64.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,1,1
6150,26.0,4.0,anything,0.0,never,graduated from college/university,asian,64.0,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,1,1
6151,21.0,2.0,anything,2.0,never,graduated from high school,white,71.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,49,49
6152,68.0,4.0,vegan,0.0,never,graduated from college/university,white,73.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,8,8
6153,29.0,3.0,other,1.0,never,graduated from grad,asian,67.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,39,39
6154,25.0,3.0,anything,2.0,often,graduated from college/university,white,68.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,3,3
6155,23.0,1.0,anything,2.0,never,space camp,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,3,3
6156,50.0,3.0,anything,1.0,never,graduated from college/university,white,65.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism,48,48
6157,46.0,2.0,anything,2.0,never,graduated from college/university,white,66.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,37,37
6158,30.0,5.0,anything,0.0,never,working on grad,white,66.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,44,44
6159,27.0,3.0,vegetarian,2.0,sometimes,graduated from grad,white,73.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,26,26
6160,36.0,2.0,vegetarian,2.0,sometimes,working on grad,white,69.0,other,whatever,when drinking,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,other,47,47
6161,34.0,5.0,anything,2.0,never,graduated from college/university,asian,69.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,25,25
6162,36.0,5.0,anything,2.0,never,graduated from grad,asian,65.0,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,12,12
6163,28.0,5.0,anything,2.0,sometimes,working on grad,white,64.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,1,1
6164,68.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,hispanic / latin,65.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,other,8,8
6165,31.0,5.0,anything,2.0,never,graduated from college/university,mixed,71.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,27,27
6166,33.0,2.0,anything,2.0,never,graduated from grad,white,68.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,43,43
6167,33.0,5.0,vegetarian,0.0,never,working on college/university,mixed,74.0,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,0,0
6168,28.0,3.0,vegetarian,2.0,never,graduated from college/university,white,73.0,computer / hardware / software,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,7,7
6169,39.0,5.0,anything,2.0,sometimes,graduated from grad,asian,70.0,other,does_not_matter,sometimes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,other,9,9
6170,45.0,2.0,anything,2.0,never,graduated from college/university,white,67.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,37,37
6171,30.0,5.0,anything,2.0,never,graduated from grad,black,73.0,science / tech / engineering,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,christianity,27,27
6172,25.0,5.0,anything,3.0,never,graduated from grad,white,75.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,33,33
6173,32.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,24,24
6174,18.0,4.0,anything,2.0,sometimes,graduated from high school,hispanic / latin,67.0,unemployed,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity,10,10
6175,21.0,5.0,anything,3.0,sometimes,working on college/university,white,71.0,student,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,14,14
6176,21.0,5.0,anything,2.0,never,space camp,white,74.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,agnosticism,32,32
6177,23.0,4.0,anything,3.0,sometimes,graduated from college/university,white,72.0,other,does_not_matter,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,14,14
6178,27.0,4.0,anything,2.0,sometimes,graduated from college/university,mixed,71.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,26,26
6179,43.0,3.0,anything,1.0,never,graduated from grad,black,65.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,37,37
6180,31.0,5.0,anything,2.0,never,graduated from grad,white,74.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,0,0
6181,51.0,2.0,other,0.0,never,graduated from grad,white,62.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,48,48
6182,44.0,2.0,anything,2.0,never,graduated from college/university,mixed,74.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,31,31
6183,22.0,2.0,anything,2.0,never,working on college/university,black,65.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,2,2
6184,26.0,5.0,other,2.0,never,working on grad,white,69.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,13,13
6185,39.0,5.0,anything,2.0,never,graduated from grad,asian,62.0,medicine / health,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,28,28
6186,22.0,5.0,anything,2.0,sometimes,working on college/university,mixed,68.0,student,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,15,15
6187,32.0,2.0,anything,1.0,never,graduated from grad,white,63.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,24,24
6188,31.0,3.0,vegetarian,3.0,never,graduated from grad,white,66.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,43,43
6189,62.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,4,4
6190,30.0,4.0,anything,1.0,never,graduated from grad,asian,63.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,24,24
6191,39.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,41,41
6192,29.0,5.0,anything,2.0,never,graduated from grad,white,74.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,7,7
6193,19.0,4.0,anything,0.0,never,working on college/university,white,68.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,10,10
6194,27.0,4.0,anything,2.0,never,graduated from college/university,mixed,70.0,other,whatever,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,buddhism,26,26
6195,31.0,3.0,anything,2.0,sometimes,graduated from college/university,white,74.0,hospitality / travel,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,0,0
6196,44.0,3.0,anything,2.0,never,graduated from grad,white,67.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,buddhism,37,37
6197,42.0,3.0,other,2.0,never,graduated from grad,white,65.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other,37,37
6198,56.0,3.0,vegetarian,0.0,never,graduated from grad,white,71.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,4,4
6199,21.0,5.0,anything,2.0,never,working on college/university,mixed,70.0,student,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,catholicism,10,10
6200,28.0,5.0,anything,2.0,never,graduated from college/university,mixed,72.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,26,26
6201,29.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,44,44
6202,24.0,5.0,anything,2.0,never,working on grad,mixed,66.0,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,46,46
