,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
377,1010,35,single,m,straight,3,anything,1,never,working on college/university,white,71.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
18246,52575,42,single,m,straight,5,anything,2,sometimes,graduated from grad,white,71.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,other
800,2159,34,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,65.0,executive / management,A,whatever,sometimes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,catholicism
11524,32880,32,single,m,straight,5,vegetarian,2,never,graduated from college/university,hispanic / latin,72.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,other
13498,38437,26,single,f,straight,5,anything,2,never,graduated from college/university,white,65.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
3144,8831,30,single,m,straight,5,anything,2,never,working on grad,asian,73.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
1718,4779,25,single,f,straight,3,anything,1,never,graduated from college/university,asian,62.0,education / academia,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
2307,6423,66,single,f,straight,5,vegetarian,0,never,graduated from college/university,white,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism
724,1962,27,single,m,straight,3,anything,2,never,graduated from college/university,asian,69.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
18582,53491,34,single,f,straight,2,anything,3,sometimes,graduated from grad,white,63.0,law / legal services,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
3189,8947,18,single,f,bisexual,3,other,2,never,working on college/university,white,69.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
12368,35276,28,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,other,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,none
93,242,30,single,m,straight,3,anything,2,never,graduated from college/university,asian,69.0,medicine / health,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
6945,19847,26,single,m,straight,3,anything,2,never,working on college/university,mixed,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
8353,23931,34,single,m,gay,3,anything,2,never,graduated from college/university,hispanic / latin,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
16691,47875,48,single,f,straight,2,anything,1,never,working on grad,mixed,64.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,catholicism
5197,14925,58,seeing someone,m,straight,3,anything,2,sometimes,graduated from college/university,white,72.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
4075,11613,24,single,m,straight,5,anything,2,never,working on college/university,white,73.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,judaism
7174,20517,29,single,m,straight,3,vegetarian,3,never,graduated from college/university,white,74.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
685,1852,29,single,m,straight,6,anything,3,sometimes,graduated from grad,black,70.0,sales / marketing / biz dev,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
15477,44208,29,married,m,straight,1,vegan,4,never,dropped out of high school,hispanic / latin,67.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,Tatheism
5793,16538,28,single,m,straight,5,anything,2,never,graduated from college/university,asian,68.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
5416,15512,22,single,m,straight,3,other,1,never,graduated from high school,mixed,68.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
10711,30521,54,single,f,straight,4,vegetarian,1,never,graduated from grad,white,64.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
12437,35489,29,single,m,straight,3,anything,3,sometimes,graduated from grad,white,71.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
561,1535,26,single,m,straight,3,anything,2,never,graduated from college/university,mixed,68.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
16737,48009,53,single,f,straight,2,other,2,never,space camp,white,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
1430,3971,31,single,m,straight,5,anything,2,never,graduated from college/university,mixed,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
17493,50223,30,single,m,straight,4,anything,2,never,working on grad,white,73.0,student,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
20382,58642,26,single,m,straight,2,anything,2,never,graduated from college/university,white,74.0,entertainment / media,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
4797,13788,36,single,m,straight,5,anything,1,never,graduated from grad,white,72.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
5244,15075,25,single,m,gay,4,anything,3,never,working on college/university,hispanic / latin,68.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
5377,15389,27,single,m,straight,5,anything,2,sometimes,graduated from grad,white,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
14734,42153,67,single,f,straight,5,vegetarian,2,never,graduated from grad,white,64.0,hospitality / travel,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
10463,29855,56,single,m,gay,6,anything,2,never,graduated from high school,white,74.0,retired,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
11214,31971,53,single,f,straight,2,anything,2,never,graduated from high school,black,63.0,retired,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
2743,7702,41,single,m,straight,5,anything,2,never,graduated from college/university,white,72.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
4518,12932,21,single,f,straight,5,halal,5,never,space camp,white,65.0,clerical / administrative,A,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,islam
4565,13071,32,single,m,gay,5,anything,2,never,graduated from college/university,indian,69.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,hinduism.
17404,49965,28,single,m,straight,5,anything,3,never,graduated from college/university,white,73.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
3931,11150,26,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
11123,31699,34,single,f,straight,4,vegetarian,2,never,graduated from grad,indian,66.0,executive / management,A,whatever,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,hinduism.
16646,47751,42,single,f,straight,3,anything,2,sometimes,graduated from grad,white,62.0,education / academia,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
6926,19793,39,single,m,straight,4,anything,2,sometimes,graduated from college/university,white,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
8202,23501,26,single,m,straight,5,anything,2,never,graduated from college/university,mixed,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
17004,48756,36,single,m,straight,5,anything,3,never,graduated from grad,white,73.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,catholicism
11263,32108,37,single,m,gay,3,anything,2,never,graduated from college/university,mixed,68.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
10077,28751,44,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
2574,7179,27,single,m,straight,1,other,2,never,graduated from college/university,white,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,Tatheism
5335,15278,25,single,f,bisexual,4,vegetarian,2,sometimes,graduated from college/university,middle eastern,69.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,Tatheism
1597,4445,31,single,f,straight,3,anything,2,never,graduated from college/university,asian,66.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
6402,18295,39,single,m,straight,3,anything,2,sometimes,graduated from grad,white,70.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none
16379,46916,30,single,f,gay,4,vegetarian,2,never,working on grad,white,69.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
3815,10835,28,single,m,straight,3,anything,2,never,graduated from college/university,white,70.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
13329,38007,24,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
11271,32126,30,single,m,straight,5,anything,2,never,working on grad,mixed,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
9913,28261,61,single,f,straight,5,anything,2,never,graduated from grad,white,64.0,retired,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other
1252,3493,40,single,f,straight,4,anything,2,never,graduated from college/university,asian,62.0,other,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
19179,55161,21,single,m,straight,5,anything,2,never,working on college/university,white,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
9445,26976,29,single,f,straight,2,other,2,never,graduated from college/university,native american,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
14676,41987,33,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
14762,42212,36,single,m,straight,4,anything,2,never,graduated from grad,black,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
4580,13127,28,single,m,straight,3,anything,2,sometimes,graduated from college/university,white,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
19155,55108,21,single,m,straight,4,anything,0,never,working on college/university,asian,68.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
9671,27554,37,single,f,straight,5,anything,2,never,graduated from college/university,white,68.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
15228,43509,28,single,f,straight,4,anything,2,never,working on college/university,asian,68.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,none
4982,14313,19,single,m,straight,4,vegetarian,2,sometimes,working on college/university,white,72.0,student,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
15474,44201,37,single,f,straight,5,anything,2,never,graduated from grad,white,65.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
3911,11082,22,single,f,straight,2,vegetarian,2,never,working on college/university,white,64.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
16706,47906,28,single,m,straight,4,vegetarian,1,never,graduated from college/university,middle eastern,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism
5659,16190,25,single,m,gay,5,anything,2,never,space camp,white,76.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
12627,36029,26,single,m,straight,3,anything,2,never,graduated from college/university,asian,74.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
7666,21930,30,single,f,straight,4,anything,1,never,graduated from college/university,white,66.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
7240,20701,24,single,f,straight,4,anything,2,never,graduated from college/university,asian,63.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
4701,13483,31,single,m,straight,3,anything,2,never,graduated from college/university,indian,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
9761,27796,30,single,f,straight,3,anything,2,never,working on college/university,hispanic / latin,64.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
957,2636,29,single,m,straight,5,anything,2,never,graduated from high school,hispanic / latin,72.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other
2498,6955,46,single,m,straight,3,anything,2,sometimes,working on college/university,white,71.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
10487,29941,26,single,f,straight,3,anything,3,sometimes,working on college/university,hispanic / latin,66.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism
18633,53637,20,single,f,straight,3,anything,0,never,working on college/university,asian,64.0,student,A,matters,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
15680,44771,37,single,m,straight,5,anything,2,never,graduated from college/university,mixed,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
11038,31466,33,single,f,straight,2,anything,1,never,graduated from high school,white,62.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
13424,38227,26,single,m,straight,5,anything,0,sometimes,working on college/university,white,73.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
2704,7581,40,single,f,straight,2,other,2,never,graduated from grad,white,68.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
14067,40124,27,single,m,straight,3,anything,2,never,graduated from college/university,asian,69.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
4611,13202,25,single,f,straight,2,other,2,never,graduated from college/university,hispanic / latin,62.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
6337,18103,29,single,m,gay,5,anything,1,never,graduated from college/university,white,71.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
20544,59111,27,single,m,straight,4,anything,2,never,graduated from college/university,white,71.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
18960,54557,29,single,f,straight,3,anything,1,never,graduated from college/university,mixed,64.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
4065,11588,24,single,m,straight,3,anything,2,never,graduated from grad,white,68.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
15688,44797,36,single,f,straight,5,anything,1,never,graduated from grad,white,61.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
4449,12732,28,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
7243,20712,33,single,m,straight,4,anything,2,never,graduated from college/university,white,72.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
4933,14150,27,single,m,straight,3,anything,2,never,graduated from college/university,hispanic / latin,69.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,christianity
2248,6274,27,single,m,straight,3,anything,2,never,graduated from college/university,white,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
19868,57063,21,single,f,straight,2,anything,2,never,working on college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
6948,19851,31,single,m,straight,2,anything,2,never,graduated from college/university,hispanic / latin,76.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
2130,5977,48,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,other,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
7251,20730,36,single,f,straight,5,anything,2,never,graduated from college/university,black,63.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other
15241,43543,25,single,f,straight,4,anything,2,never,working on college/university,asian,63.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
7338,20987,38,single,m,straight,5,anything,2,never,graduated from high school,white,70.0,other,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
1730,4815,34,single,m,straight,3,vegetarian,0,never,working on college/university,white,72.0,medicine / health,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism
6038,17272,21,seeing someone,m,straight,3,vegetarian,2,never,working on college/university,indian,72.0,student,A,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,hinduism.
18677,53772,33,single,f,straight,2,anything,2,never,graduated from college/university,white,65.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
9936,28331,23,single,m,straight,3,anything,2,often,graduated from college/university,asian,65.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,christianity
11851,33828,26,single,f,straight,3,anything,1,sometimes,graduated from college/university,asian,65.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
12893,36778,69,single,m,straight,2,vegetarian,1,never,graduated from grad,white,65.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
20228,58187,37,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,judaism
15110,43225,39,single,m,straight,5,anything,2,never,graduated from grad,asian,67.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
7877,22540,28,single,m,straight,4,anything,2,sometimes,working on college/university,mixed,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
8493,24357,47,single,f,straight,4,anything,2,never,graduated from grad,white,64.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
13413,38197,33,single,m,straight,5,anything,2,never,graduated from grad,white,73.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
5284,15157,24,single,f,bisexual,4,anything,3,never,working on college/university,asian,59.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
1956,5492,20,single,m,straight,3,anything,5,sometimes,graduated from college/university,white,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
2112,5922,37,single,f,straight,5,anything,2,never,graduated from grad,white,62.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
19602,56342,22,single,m,straight,3,anything,3,sometimes,graduated from college/university,asian,70.0,entertainment / media,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
5642,16146,48,single,m,straight,5,anything,2,never,graduated from grad,mixed,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
12971,36993,28,single,m,straight,3,anything,3,never,graduated from college/university,white,70.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
19819,56913,34,single,f,straight,1,vegetarian,2,never,graduated from grad,mixed,68.0,medicine / health,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
10287,29305,24,single,f,straight,2,anything,2,never,working on grad,indian,66.0,student,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,hinduism.
19156,55109,27,single,m,straight,5,other,2,never,graduated from high school,white,77.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
8505,24387,52,single,m,straight,5,anything,2,never,graduated from college/university,white,71.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
19379,55680,24,single,m,straight,5,anything,2,never,working on college/university,hispanic / latin,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
8631,24749,29,single,m,straight,5,anything,2,never,working on grad,white,72.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,none
4038,11480,23,single,m,bisexual,5,anything,2,never,working on college/university,white,69.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
11804,33697,24,single,m,straight,4,anything,2,never,space camp,white,69.0,hospitality / travel,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
553,1520,26,single,m,straight,3,anything,2,never,graduated from college/university,asian,72.0,other,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
17825,51263,28,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,Tatheism
19660,56490,24,single,f,straight,5,vegetarian,2,never,working on college/university,white,70.0,entertainment / media,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
1519,4215,27,single,f,straight,3,anything,1,never,graduated from grad,asian,63.0,medicine / health,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
1424,3958,37,single,m,straight,5,anything,1,never,graduated from college/university,mixed,72.0,other,A,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
13316,37977,30,single,m,straight,3,anything,3,never,graduated from grad,mixed,70.0,education / academia,A,whatever,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,Tatheism
12168,34751,51,single,m,straight,5,anything,2,never,graduated from college/university,black,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
16155,46259,53,single,f,straight,2,anything,2,never,graduated from college/university,white,64.0,medicine / health,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
4119,11752,35,single,f,straight,5,anything,2,never,graduated from grad,mixed,69.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,other
14611,41783,31,single,f,straight,5,anything,1,never,graduated from college/university,white,65.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
9266,26466,22,single,m,straight,5,anything,2,never,graduated from high school,white,72.0,military,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
12268,35040,60,single,f,straight,3,anything,2,never,graduated from college/university,white,63.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
1824,5065,35,single,f,straight,4,anything,2,never,graduated from grad,white,66.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
3133,8806,38,single,m,straight,5,anything,2,never,graduated from college/university,white,67.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,none
11697,33405,24,single,f,straight,3,anything,2,never,graduated from college/university,white,63.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,catholicism
6974,19922,59,single,f,straight,5,anything,2,never,graduated from grad,mixed,69.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
16308,46714,26,single,f,straight,3,anything,2,never,graduated from grad,asian,63.0,computer / hardware / software,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
1489,4143,20,single,f,straight,2,anything,2,never,working on grad,mixed,62.0,medicine / health,A,whatever,sometimes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,christianity
2069,5782,45,single,f,straight,4,anything,2,never,graduated from grad,white,64.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
13095,37350,52,single,f,straight,5,anything,2,never,graduated from grad,white,65.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
924,2516,23,single,f,gay,5,anything,3,never,working on college/university,white,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
19322,55533,22,single,m,straight,5,anything,3,sometimes,graduated from college/university,white,69.0,banking / financial / real estate,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
