,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
37325,47,single,m,straight,3,other,2,never,graduated from college/university,white,73.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37326,29,single,f,straight,6,anything,2,never,working on grad,white,65.0,education / academia,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
37329,33,single,m,straight,2,anything,3,never,working on college/university,hispanic / latin,70.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
37330,48,single,f,straight,5,anything,2,never,graduated from grad,white,66.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
37339,56,single,m,straight,5,anything,3,never,graduated from college/university,white,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism
37341,36,single,f,straight,4,anything,2,never,working on college/university,hispanic / latin,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
37342,28,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37347,29,single,f,straight,2,anything,2,never,graduated from college/university,white,68.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
37350,52,single,f,straight,5,anything,2,never,graduated from grad,white,65.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
37351,57,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,71.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
37359,28,single,m,straight,5,anything,2,never,graduated from college/university,mixed,67.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37361,34,single,f,straight,4,anything,2,never,graduated from grad,white,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
37364,40,single,m,straight,4,anything,0,never,graduated from grad,white,69.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37369,25,single,m,straight,5,anything,2,never,graduated from college/university,indian,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.
37370,25,single,f,bisexual,2,anything,2,never,working on grad,white,72.0,education / academia,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism
37371,49,single,f,straight,2,anything,2,never,graduated from college/university,white,62.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
37373,31,single,m,straight,5,anything,2,never,graduated from grad,white,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
37375,23,single,f,straight,3,anything,2,never,working on college/university,mixed,63.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,none
37376,37,single,m,gay,5,anything,2,never,graduated from college/university,mixed,67.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
37377,22,single,m,gay,5,anything,2,sometimes,working on college/university,mixed,77.0,executive / management,A,whatever,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,buddhism
37379,39,single,m,straight,3,anything,2,never,graduated from college/university,white,67.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37380,27,single,m,straight,1,anything,2,never,graduated from college/university,white,76.0,hospitality / travel,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37391,18,single,m,straight,3,anything,2,never,working on college/university,asian,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37392,29,single,m,straight,5,anything,2,never,working on grad,asian,66.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37393,33,single,m,straight,3,anything,2,sometimes,graduated from grad,white,71.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
37396,35,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,christianity
37398,31,single,m,straight,5,anything,2,never,graduated from grad,black,68.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37404,25,seeing someone,m,bisexual,3,anything,2,sometimes,graduated from high school,mixed,72.0,sales / marketing / biz dev,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37406,30,single,f,straight,5,anything,0,never,working on grad,white,66.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
37408,29,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,70.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
37409,22,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,73.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,christianity
37410,35,single,f,straight,4,anything,2,never,graduated from grad,white,69.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,Tatheism
37414,21,single,f,bisexual,2,anything,3,sometimes,working on college/university,white,58.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,judaism
37419,36,single,m,straight,3,anything,3,sometimes,graduated from college/university,white,71.0,entertainment / media,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
37420,40,single,f,straight,5,anything,2,never,working on college/university,asian,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,agnosticism
37421,32,single,f,straight,2,anything,2,never,working on college/university,hispanic / latin,66.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
37422,28,single,m,straight,5,vegetarian,2,never,graduated from grad,mixed,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37426,27,single,f,bisexual,2,anything,3,never,graduated from high school,mixed,66.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
37431,20,single,f,bisexual,4,vegetarian,2,sometimes,working on college/university,white,66.0,entertainment / media,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
37436,26,single,f,straight,5,anything,3,never,working on grad,white,66.0,law / legal services,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37437,36,single,m,straight,4,anything,3,never,graduated from college/university,indian,71.0,executive / management,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,hinduism.
37438,39,single,f,straight,3,vegetarian,0,never,graduated from grad,indian,63.0,executive / management,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,hinduism.
37439,29,single,m,straight,5,anything,2,never,graduated from college/university,indian,72.0,computer / hardware / software,A,whatever,sometimes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.
37442,30,single,m,straight,3,anything,3,never,graduated from grad,white,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37443,20,single,f,straight,4,anything,0,never,working on college/university,mixed,60.0,executive / management,A,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37448,35,single,m,straight,5,other,2,never,graduated from college/university,mixed,70.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
37449,42,single,f,straight,3,anything,2,never,graduated from college/university,asian,61.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
37453,26,single,m,straight,5,anything,1,never,graduated from college/university,white,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37454,23,single,m,straight,5,anything,2,never,working on grad,mixed,74.0,computer / hardware / software,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37457,33,single,f,straight,2,anything,2,never,graduated from grad,indian,63.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,hinduism.
37459,32,single,m,straight,3,anything,2,never,graduated from college/university,asian,69.0,computer / hardware / software,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
37460,27,single,m,straight,5,anything,2,never,working on college/university,mixed,75.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
37466,30,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,70.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37467,31,single,m,gay,5,anything,2,never,graduated from grad,mixed,68.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37469,21,single,m,straight,5,vegetarian,2,never,working on grad,white,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37476,22,single,f,straight,2,anything,2,never,working on college/university,mixed,68.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
37480,26,single,m,straight,4,anything,2,never,graduated from college/university,white,76.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,Tatheism
37481,25,single,m,straight,5,anything,2,never,working on grad,white,71.0,student,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37487,35,single,f,straight,2,anything,1,sometimes,graduated from grad,white,62.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
37489,27,single,m,straight,5,halal,0,never,graduated from college/university,white,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,Tatheism
37490,34,single,f,straight,5,anything,2,never,graduated from grad,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,agnosticism
37492,24,single,m,straight,2,anything,2,sometimes,graduated from high school,asian,71.0,executive / management,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,islam
37493,20,single,f,straight,2,anything,2,never,working on college/university,mixed,65.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
37494,29,single,m,straight,5,anything,2,never,graduated from college/university,white,75.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
37495,23,single,m,straight,4,anything,2,never,graduated from college/university,white,74.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
37496,26,seeing someone,f,straight,2,anything,2,never,graduated from college/university,asian,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
37501,26,single,f,straight,3,anything,2,never,graduated from college/university,hispanic / latin,66.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism
37507,32,single,f,straight,3,anything,2,never,working on college/university,mixed,66.0,banking / financial / real estate,A,whatever,when drinking,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,christianity
37508,33,single,f,straight,2,anything,2,never,graduated from grad,asian,67.0,banking / financial / real estate,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
37509,52,single,f,straight,2,anything,2,never,graduated from grad,white,66.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
37512,31,single,f,straight,5,anything,2,never,graduated from college/university,asian,61.0,political / government,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
37521,27,single,f,bisexual,5,anything,3,sometimes,working on college/university,white,66.0,clerical / administrative,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
37524,40,single,f,straight,5,anything,1,sometimes,graduated from college/university,white,60.0,entertainment / media,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37528,22,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,68.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37529,26,single,m,straight,3,anything,2,sometimes,graduated from grad,indian,71.0,science / tech / engineering,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,none
37530,23,single,m,straight,5,anything,1,never,working on grad,mixed,72.0,student,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
37534,32,seeing someone,f,gay,3,anything,1,sometimes,graduated from grad,asian,64.0,education / academia,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37541,27,single,m,straight,5,vegetarian,2,sometimes,graduated from college/university,white,68.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,Tatheism
37542,23,single,f,straight,3,anything,2,never,graduated from college/university,asian,67.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37544,63,single,f,straight,3,anything,3,never,graduated from college/university,white,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other
37549,19,single,f,straight,2,anything,2,sometimes,working on college/university,white,65.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity
37558,35,single,f,straight,5,anything,0,never,working on grad,asian,62.0,executive / management,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
37566,24,single,m,straight,3,anything,0,never,graduated from college/university,asian,72.0,sales / marketing / biz dev,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37584,21,single,m,straight,3,anything,2,sometimes,working on college/university,white,68.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
37585,25,single,m,gay,5,anything,2,never,graduated from college/university,white,68.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37586,26,single,f,straight,5,vegetarian,1,never,graduated from college/university,white,65.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
37589,21,single,m,straight,5,vegetarian,1,never,graduated from college/university,mixed,68.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37591,23,single,m,straight,3,anything,2,never,graduated from college/university,asian,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37593,21,single,f,straight,5,anything,2,never,working on college/university,white,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
37594,49,single,m,straight,5,other,2,never,working on grad,white,71.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other
37600,27,seeing someone,f,straight,2,anything,0,never,graduated from college/university,white,63.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37602,22,single,m,straight,3,anything,2,never,working on college/university,asian,66.0,student,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,Tatheism
37604,28,single,m,straight,4,anything,2,never,graduated from college/university,asian,72.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37605,29,single,f,straight,5,anything,2,never,graduated from college/university,mixed,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
37608,26,single,f,straight,5,anything,2,never,graduated from college/university,asian,64.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,christianity
37610,31,single,m,straight,5,anything,2,never,graduated from grad,white,74.0,computer / hardware / software,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,agnosticism
37612,22,single,m,gay,3,anything,2,never,working on college/university,white,71.0,hospitality / travel,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
37616,32,single,f,straight,4,anything,3,sometimes,graduated from college/university,white,64.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
37618,49,single,f,straight,5,anything,2,never,graduated from college/university,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,agnosticism
37622,27,single,f,straight,4,anything,1,never,graduated from college/university,asian,64.0,other,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
37626,46,single,m,gay,4,vegetarian,2,never,working on college/university,white,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37627,28,single,m,straight,3,anything,1,never,graduated from college/university,mixed,71.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
37628,26,single,f,straight,5,anything,2,sometimes,graduated from grad,asian,61.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37634,50,single,f,straight,4,anything,2,never,graduated from college/university,white,63.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37635,43,single,m,straight,5,anything,2,never,graduated from grad,white,71.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,catholicism
37638,55,single,f,straight,5,anything,1,never,graduated from college/university,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
37640,49,single,m,straight,5,vegetarian,0,never,graduated from college/university,white,74.0,medicine / health,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,other
37643,23,single,m,straight,4,anything,2,never,graduated from college/university,asian,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37645,34,single,m,straight,3,anything,1,never,graduated from college/university,black,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
37646,35,single,m,straight,4,anything,2,never,graduated from college/university,asian,66.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
37650,23,single,m,straight,3,anything,2,never,working on college/university,white,75.0,computer / hardware / software,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
37655,27,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,sales / marketing / biz dev,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37658,29,single,m,straight,5,anything,2,never,graduated from college/university,mixed,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,none
37661,32,single,f,straight,5,anything,1,never,graduated from college/university,asian,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
37662,25,single,m,straight,4,anything,2,never,graduated from college/university,white,73.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37665,40,single,m,straight,5,vegetarian,2,never,working on college/university,white,67.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
37671,28,single,m,gay,3,vegetarian,2,never,graduated from high school,white,76.0,clerical / administrative,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
37673,26,seeing someone,m,straight,5,anything,2,sometimes,space camp,mixed,68.0,other,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
37678,26,married,f,gay,2,vegetarian,3,never,graduated from college/university,white,68.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
37685,21,single,m,gay,3,anything,3,never,working on college/university,white,72.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37694,31,single,m,straight,5,anything,1,never,graduated from grad,white,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37695,29,single,m,straight,4,anything,2,never,graduated from college/university,mixed,68.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
37699,61,single,m,straight,3,anything,1,sometimes,graduated from college/university,white,73.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37700,43,single,m,straight,5,anything,1,never,graduated from grad,white,73.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
37704,33,single,f,straight,5,vegetarian,2,never,working on college/university,black,69.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other
37712,45,single,m,straight,6,anything,1,never,graduated from college/university,white,72.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
37713,27,single,m,straight,5,vegetarian,2,never,graduated from college/university,mixed,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37714,26,single,f,straight,4,anything,2,sometimes,graduated from college/university,white,67.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
37718,20,single,f,straight,5,anything,2,sometimes,working on college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
37720,23,single,m,straight,3,anything,2,never,working on college/university,mixed,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
37721,35,single,m,straight,3,anything,2,never,working on college/university,hispanic / latin,69.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
37724,24,single,f,straight,4,vegetarian,3,never,graduated from college/university,white,62.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
37725,44,seeing someone,m,gay,4,anything,3,never,graduated from college/university,white,75.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
37726,30,single,m,straight,3,anything,2,sometimes,space camp,white,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37729,27,single,m,straight,5,anything,2,never,graduated from college/university,mixed,67.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37731,30,single,m,straight,5,anything,2,sometimes,space camp,white,74.0,computer / hardware / software,A,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
37741,24,single,m,straight,5,anything,2,never,graduated from college/university,white,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
37742,32,single,m,straight,3,anything,3,sometimes,graduated from college/university,white,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37743,60,single,m,straight,5,anything,1,never,graduated from high school,white,73.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,catholicism
37745,49,single,m,straight,3,vegetarian,2,never,working on college/university,black,75.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37746,23,single,m,straight,5,anything,1,sometimes,working on college/university,asian,66.0,student,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37747,40,single,f,straight,5,anything,2,never,graduated from grad,asian,62.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
37750,38,single,f,straight,5,other,1,never,graduated from college/university,hispanic / latin,66.0,executive / management,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
37753,26,single,m,straight,5,anything,3,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37754,28,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
37755,27,single,m,straight,5,anything,3,sometimes,graduated from high school,hispanic / latin,75.0,artistic / musical / writer,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
37759,28,single,m,straight,3,anything,2,never,space camp,white,77.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
37760,19,single,m,straight,3,anything,2,never,working on college/university,white,73.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
37761,29,single,m,straight,3,other,2,never,graduated from college/university,white,74.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
37766,23,single,m,straight,4,anything,2,sometimes,graduated from college/university,asian,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
37767,43,single,m,straight,3,anything,2,never,graduated from grad,white,70.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37769,33,single,f,straight,2,anything,2,never,graduated from grad,mixed,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
