,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
1980,32,f,straight,3,anything,1,never,graduated from college/university,asian,61,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,
51338,29,m,straight,3,anything,2,never,graduated from college/university,white,74,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
1153,18,m,straight,3,anything,2,sometimes,working on college/university,mixed,71,student,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
48134,42,m,straight,5,anything,2,never,graduated from grad,white,73,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,
39819,38,f,straight,3,anything,2,never,working on grad,asian,65,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
38908,31,f,straight,5,anything,2,never,graduated from college/university,white,67,science / tech / engineering,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,other,
27784,35,m,straight,5,anything,2,never,graduated from college/university,white,71,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,
43316,34,m,straight,5,anything,2,never,graduated from high school,mixed,74,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
4772,41,f,straight,3,anything,2,never,graduated from college/university,white,67,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
17746,31,m,straight,3,vegan,2,never,working on grad,white,72,student,does_not_matter,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,buddhism,
37534,32,f,gay,3,anything,1,sometimes,graduated from grad,asian,64,education / academia,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
56964,27,f,straight,4,anything,2,never,graduated from grad,asian,62,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
3771,31,m,straight,5,anything,2,never,graduated from college/university,mixed,74,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,
24517,23,f,bisexual,3,anything,2,sometimes,graduated from college/university,white,64,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,judaism,
37694,31,m,straight,5,anything,1,never,graduated from grad,white,70,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
57579,21,f,straight,5,vegetarian,2,sometimes,working on college/university,white,72,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,none,
56542,23,m,straight,4,anything,0,never,working on grad,white,73,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
57017,22,f,straight,5,anything,0,never,graduated from college/university,white,64,education / academia,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
43259,48,m,gay,5,anything,0,never,graduated from college/university,white,74,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
55102,29,m,straight,3,vegetarian,2,never,graduated from grad,white,69,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
29333,36,f,straight,5,anything,2,never,graduated from grad,indian,67,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
30325,35,m,straight,3,anything,2,never,graduated from high school,asian,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,
45633,19,f,straight,4,other,2,never,graduated from high school,white,61,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
28228,30,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,62,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,
31156,39,f,straight,3,anything,2,never,graduated from grad,white,68,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
19729,46,f,straight,1,vegetarian,0,never,working on grad,white,68,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
15076,33,m,straight,3,anything,0,never,graduated from grad,white,70,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
58643,24,m,straight,3,anything,2,never,graduated from college/university,white,68,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
11558,63,f,straight,4,vegetarian,2,never,graduated from college/university,white,63,retired,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,
51974,22,m,straight,3,anything,2,sometimes,working on college/university,white,70,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
32793,52,f,straight,4,other,2,never,graduated from college/university,white,62,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,other,
59494,34,f,straight,3,anything,2,never,working on college/university,white,66,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,atheism,
33345,45,f,straight,2,anything,2,never,graduated from grad,black,64,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
46792,40,m,straight,5,vegetarian,2,never,graduated from grad,white,74,education / academia,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,
30322,20,m,straight,5,anything,2,never,working on college/university,hispanic / latin,73,student,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,catholicism,
51967,34,m,straight,2,anything,2,sometimes,graduated from college/university,white,70,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
12590,31,f,straight,3,anything,1,never,graduated from college/university,white,71,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
35471,33,m,straight,5,vegetarian,1,sometimes,graduated from college/university,white,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
21955,23,m,straight,3,anything,2,sometimes,graduated from high school,white,68,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
36948,31,m,straight,5,anything,1,never,graduated from grad,mixed,72,medicine / health,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,none,
1163,45,m,straight,5,anything,2,never,graduated from grad,asian,71,medicine / health,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,
28279,39,m,straight,3,anything,2,sometimes,graduated from high school,white,70,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,
28791,32,f,straight,2,anything,2,never,graduated from college/university,white,64,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
26653,41,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,67,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,christianity,
49111,24,f,straight,5,anything,2,never,graduated from college/university,white,68,student,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,catholicism,
16113,26,m,straight,5,anything,2,never,working on grad,hispanic / latin,72,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
40276,21,m,straight,4,vegetarian,3,sometimes,graduated from college/university,white,70,computer / hardware / software,does_not_matter,sometimes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,atheism,
29945,43,m,straight,3,vegetarian,2,never,graduated from grad,mixed,68,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
15696,49,f,straight,2,anything,2,never,graduated from grad,white,68,medicine / health,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
31378,31,m,straight,4,anything,3,sometimes,graduated from college/university,white,68,artistic / musical / writer,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
46853,26,m,straight,5,anything,2,never,graduated from college/university,white,71,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,atheism,
40040,36,m,straight,3,anything,3,sometimes,graduated from college/university,mixed,70,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
10082,59,f,straight,5,anything,2,never,graduated from grad,white,63,banking / financial / real estate,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,christianity,
29902,20,m,straight,3,anything,1,never,working on college/university,asian,69,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
55138,28,m,straight,2,anything,1,never,graduated from college/university,asian,70,other,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
1647,33,m,straight,5,anything,2,never,graduated from college/university,white,67,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,
39241,27,m,gay,3,anything,2,never,working on grad,asian,66,student,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
56379,26,f,straight,5,anything,2,never,working on grad,hispanic / latin,64,student,whatever,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,catholicism,
46274,27,f,straight,3,anything,2,never,graduated from college/university,white,67,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
6462,42,f,straight,5,anything,2,never,graduated from college/university,white,64,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
20269,32,f,straight,2,vegetarian,2,never,graduated from college/university,indian,67,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
12295,31,f,straight,4,anything,2,never,graduated from grad,asian,67,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
21061,66,f,straight,3,anything,2,never,graduated from grad,white,60,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,
33844,37,m,straight,3,anything,2,sometimes,graduated from college/university,white,69,artistic / musical / writer,does_not_matter,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,atheism,
38649,27,m,straight,5,anything,2,never,graduated from college/university,mixed,67,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,christianity,
4914,35,f,straight,4,anything,2,never,graduated from college/university,white,63,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,
33531,22,f,straight,4,anything,2,never,working on college/university,asian,66,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
47996,27,m,straight,5,anything,2,never,graduated from high school,white,70,science / tech / engineering,does_not_matter,trying to quit,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,agnosticism,
29466,27,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,62,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
7213,25,f,straight,4,anything,1,never,graduated from college/university,asian,61,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
37264,26,f,straight,5,anything,3,never,graduated from college/university,white,70,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
44617,30,m,straight,5,other,2,never,working on grad,white,70,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,atheism,
10353,53,m,straight,4,anything,2,never,graduated from college/university,black,70,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
33997,22,m,straight,4,anything,2,sometimes,graduated from college/university,white,69,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
46433,23,m,straight,3,anything,2,never,graduated from college/university,asian,70,banking / financial / real estate,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
18419,22,m,gay,4,anything,2,never,working on college/university,asian,67,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
15322,38,m,straight,4,anything,1,never,space camp,white,71,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
25145,30,m,straight,5,anything,2,never,working on grad,white,70,student,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,none,
26261,40,f,straight,3,anything,1,never,graduated from college/university,asian,62,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,24
6114,32,m,straight,5,anything,1,sometimes,graduated from college/university,white,72,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
23515,38,m,straight,3,vegetarian,2,sometimes,graduated from college/university,white,74,artistic / musical / writer,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
41875,29,m,straight,3,anything,1,never,dropped out of high school,white,66,computer / hardware / software,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,
22445,21,m,straight,3,anything,2,never,working on college/university,asian,70,artistic / musical / writer,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
22400,21,f,straight,5,anything,1,never,graduated from high school,mixed,66,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
38254,21,f,straight,3,anything,1,never,working on college/university,middle eastern,66,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
47082,26,m,straight,4,anything,3,sometimes,graduated from college/university,mixed,70,entertainment / media,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
48984,23,f,gay,5,kosher,2,never,working on grad,asian,60,artistic / musical / writer,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
13246,31,m,straight,5,vegetarian,2,never,graduated from college/university,white,72,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
23231,38,m,straight,5,anything,2,never,graduated from grad,white,71,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
45575,28,m,straight,5,anything,2,never,graduated from college/university,white,71,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
3131,41,m,straight,5,anything,2,never,graduated from grad,white,68,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,agnosticism,
52051,31,m,straight,5,anything,2,never,graduated from grad,white,73,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,
23310,29,m,straight,3,anything,3,never,working on college/university,white,72,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,none,
32816,31,m,straight,4,anything,2,never,working on college/university,asian,74,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,
27840,25,f,gay,2,vegetarian,0,never,working on college/university,black,66,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
26980,29,m,straight,3,vegetarian,2,never,graduated from grad,white,70,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
41209,23,m,straight,3,vegetarian,2,sometimes,graduated from high school,mixed,70,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
3815,27,f,straight,5,anything,2,never,working on grad,asian,68,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,
32835,30,f,straight,4,vegan,3,never,graduated from grad,white,66,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
54308,23,m,straight,3,anything,2,never,working on college/university,mixed,70,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
23828,47,f,straight,1,anything,2,never,space camp,white,61,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
41135,32,m,straight,3,anything,2,never,graduated from grad,white,70,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
42930,29,f,straight,5,anything,2,never,graduated from college/university,asian,65,entertainment / media,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
28915,38,m,straight,5,anything,3,sometimes,graduated from grad,asian,68,science / tech / engineering,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
30716,61,f,straight,3,anything,2,never,graduated from college/university,mixed,62,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,other,
3071,32,f,straight,4,anything,2,never,graduated from college/university,white,68,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
7939,33,m,straight,3,vegetarian,3,often,working on college/university,white,74,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
2554,23,f,straight,5,anything,0,never,working on college/university,asian,64,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
7727,27,m,straight,5,anything,2,never,working on college/university,mixed,69,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
37501,26,f,straight,3,anything,2,never,graduated from college/university,hispanic / latin,66,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,
57237,23,f,straight,2,anything,1,never,working on college/university,white,65,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
2235,20,f,straight,5,anything,3,sometimes,working on college/university,white,69,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
44458,36,f,straight,4,anything,2,never,graduated from college/university,white,64,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,agnosticism,
55395,69,f,straight,3,anything,2,never,graduated from grad,white,66,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none,
15742,39,m,straight,5,anything,2,never,graduated from grad,white,72,medicine / health,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,none,
14494,29,m,straight,5,anything,1,sometimes,graduated from high school,mixed,68,construction / craftsmanship,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
11372,50,m,straight,5,vegetarian,2,never,graduated from grad,white,72,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,agnosticism,
36796,34,m,straight,3,anything,1,never,graduated from college/university,white,74,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
41564,43,m,straight,2,anything,2,sometimes,graduated from college/university,mixed,73,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
637,37,f,straight,5,other,2,never,graduated from college/university,white,65,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,
7807,32,m,straight,3,anything,2,never,graduated from college/university,white,71,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,
58930,27,m,gay,4,anything,3,sometimes,graduated from high school,white,67,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
38879,26,m,straight,4,anything,2,sometimes,working on grad,white,67,artistic / musical / writer,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
47689,34,f,straight,5,anything,2,never,graduated from grad,white,68,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
37600,27,f,straight,2,anything,0,never,graduated from college/university,white,63,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
29744,36,m,straight,5,anything,2,never,graduated from grad,white,82,political / government,does_not_matter,when drinking,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
23017,34,m,straight,3,anything,2,never,graduated from high school,white,73,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
13843,31,m,straight,5,anything,2,never,graduated from college/university,white,74,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
38318,55,m,straight,5,anything,2,never,graduated from college/university,black,75,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,catholicism,
27938,33,f,straight,4,anything,2,never,graduated from grad,asian,64,computer / hardware / software,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
53519,51,m,straight,5,anything,0,never,working on college/university,white,72,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,christianity,
31781,25,f,straight,4,anything,2,never,graduated from college/university,black,65,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
8508,27,m,straight,5,anything,2,never,graduated from college/university,asian,68,law / legal services,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
52201,35,f,straight,3,anything,4,never,graduated from college/university,black,66,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,
36655,40,m,straight,2,anything,2,never,graduated from college/university,asian,68,other,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
23422,53,f,straight,2,anything,2,never,graduated from high school,white,63,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism,
26965,32,m,straight,5,vegan,0,never,space camp,white,72,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,
46473,19,f,straight,3,vegan,0,never,working on college/university,white,65,student,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
14905,29,m,gay,3,anything,2,never,graduated from college/university,white,72,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
50602,40,m,straight,5,anything,2,never,graduated from grad,white,71,medicine / health,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,other,
41387,26,f,straight,5,anything,2,never,graduated from college/university,white,65,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
11017,39,m,straight,3,anything,2,never,graduated from college/university,black,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
34012,26,f,straight,5,anything,2,sometimes,working on grad,white,66,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
29768,27,m,straight,5,anything,2,never,graduated from college/university,asian,70,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
18483,33,m,straight,4,anything,2,sometimes,graduated from college/university,white,71,science / tech / engineering,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,agnosticism,
10099,46,f,gay,2,anything,2,never,graduated from college/university,white,72,medicine / health,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
10331,61,m,gay,4,anything,2,never,graduated from college/university,white,68,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
22212,25,m,straight,3,anything,2,never,graduated from high school,white,65,construction / craftsmanship,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,none,
59918,27,f,gay,2,vegetarian,2,sometimes,space camp,white,67,other,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
16867,26,m,straight,5,anything,2,never,graduated from college/university,white,71,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,
10352,47,f,straight,5,anything,4,never,graduated from college/university,white,62,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
59891,23,f,straight,5,anything,2,never,graduated from college/university,white,68,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
15125,30,m,straight,5,anything,2,never,graduated from college/university,white,73,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
5197,31,f,straight,3,anything,2,never,graduated from grad,white,64,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
38352,43,m,straight,5,anything,2,never,graduated from college/university,white,70,medicine / health,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,
11639,57,m,straight,5,anything,2,never,graduated from college/university,white,74,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,buddhism,
4011,61,f,straight,3,anything,0,never,graduated from grad,asian,63,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,christianity,
25692,32,f,straight,3,anything,2,sometimes,graduated from college/university,mixed,66,medicine / health,whatever,when drinking,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,atheism,
55093,40,m,gay,3,vegan,2,never,graduated from grad,black,72,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
3098,30,m,gay,4,anything,1,never,graduated from grad,asian,65,education / academia,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,
16760,45,m,straight,4,anything,2,never,graduated from grad,white,72,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
17736,55,m,straight,5,anything,2,never,graduated from grad,white,66,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
