,0
5797,17
5798,19
5799,12
5800,0
5801,12
5802,36
5803,33
5804,16
5805,1
5806,13
5807,39
5808,38
5809,29
5810,11
5811,10
5812,33
5813,27
5814,9
5815,19
5816,11
5817,48
5818,36
5819,48
5820,20
5821,30
5822,41
5823,7
5824,10
5825,20
5826,10
5827,37
5828,44
5829,28
5830,24
5831,18
5832,48
5833,41
5834,22
5835,16
5836,1
5837,13
5838,11
5839,32
5840,38
5841,9
5842,41
5843,7
5844,20
5845,49
5846,28
5847,40
5848,26
5849,33
5850,23
5851,25
5852,4
5853,22
5854,37
5855,22
5856,47
5857,9
5858,38
5859,11
5860,14
5861,13
5862,10
5863,27
5864,35
5865,14
5866,23
5867,7
5868,33
5869,25
5870,1
5871,36
5872,43
5873,25
5874,22
5875,18
5876,35
5877,9
5878,29
5879,6
5880,37
5881,13
5882,7
5883,5
5884,44
5885,12
5886,23
5887,0
5888,17
5889,35
5890,33
5891,12
5892,29
5893,7
5894,25
5895,33
5896,39
5897,40
5898,36
5899,0
5900,29
5901,37
5902,1
5903,17
5904,23
5905,26
5906,35
5907,46
5908,17
5909,9
5910,39
5911,26
5912,25
5913,14
5914,19
5915,39
5916,10
5917,25
5918,25
5919,10
5920,5
5921,32
5922,48
5923,31
5924,40
5925,34
5926,16
5927,24
5928,40
5929,2
5930,17
5931,22
5932,6
5933,28
5934,14
5935,27
5936,36
5937,6
5938,38
5939,10
5940,30
5941,47
5942,35
5943,49
5944,24
5945,38
5946,40
5947,37
5948,1
5949,27
5950,22
5951,13
5952,43
5953,20
5954,10
5955,40
5956,12
5957,10
5958,37
5959,33
5960,14
5961,40
5962,2
5963,41
5964,13
5965,15
5966,48
5967,25
5968,28
5969,34
5970,40
5971,9
5972,6
5973,3
5974,25
5975,30
5976,6
5977,28
5978,19
5979,27
5980,34
5981,47
5982,25
5983,2
5984,48
5985,34
5986,44
5987,31
5988,32
5989,13
5990,40
5991,9
5992,16
5993,24
5994,39
5995,12
5996,7
5997,26
5998,36
5999,23
6000,12
6001,48
6002,43
6003,20
6004,17
6005,14
6006,29
6007,41
6008,8
6009,10
6010,24
6011,48
6012,37
6013,11
6014,11
6015,26
6016,8
6017,1
6018,23
6019,15
6020,3
6021,40
6022,13
6023,40
6024,24
6025,33
6026,38
6027,1
6028,35
6029,40
6030,38
6031,2
6032,11
6033,33
6034,13
6035,36
6036,20
6037,25
6038,3
6039,39
6040,6
6041,48
6042,1
6043,20
6044,47
6045,31
6046,11
6047,13
6048,25
6049,29
6050,9
6051,17
6052,17
6053,14
6054,35
6055,30
6056,28
6057,42
6058,6
6059,38
6060,23
6061,23
6062,17
6063,25
6064,16
6065,4
6066,26
6067,25
6068,40
6069,14
6070,10
6071,31
6072,34
6073,13
6074,48
6075,25
6076,28
6077,36
6078,20
6079,23
6080,13
6081,22
6082,13
6083,38
6084,13
6085,14
6086,28
6087,32
6088,32
6089,34
6090,48
6091,39
6092,23
6093,19
6094,44
6095,17
6096,20
6097,47
6098,43
6099,3
6100,14
6101,3
6102,19
6103,34
6104,26
6105,48
6106,13
6107,49
6108,34
6109,16
6110,3
6111,39
6112,27
6113,9
6114,16
6115,23
6116,41
6117,19
6118,22
6119,19
6120,11
6121,7
6122,48
6123,47
6124,13
6125,6
6126,11
6127,30
6128,11
6129,16
6130,7
6131,17
6132,29
6133,43
6134,24
6135,11
6136,30
6137,31
6138,9
6139,39
6140,17
6141,38
6142,24
6143,9
6144,44
6145,36
6146,25
6147,40
6148,43
6149,8
6150,25
6151,49
6152,9
6153,16
6154,28
6155,35
6156,6
6157,38
6158,27
6159,47
6160,24
6161,17
6162,25
6163,37
6164,20
6165,1
6166,16
6167,19
6168,47
6169,44
6170,40
6171,9
6172,9
6173,27
6174,43
6175,44
6176,35
6177,41
6178,28
6179,10
6180,29
6181,10
6182,3
6183,6
6184,23
6185,25
6186,28
6187,4
6188,37
6189,1
6190,25
6191,11
6192,9
6193,0
6194,19
6195,30
6196,20
6197,15
6198,47
6199,42
6200,13
6201,6
6202,0
6203,43
6204,16
6205,9
6206,37
6207,43
6208,34
6209,45
6210,3
6211,48
6212,8
6213,27
6214,13
6215,32
6216,45
6217,10
6218,11
6219,32
6220,0
6221,1
6222,38
6223,20
6224,16
6225,40
6226,2
6227,43
6228,14
6229,25
6230,29
6231,13
6232,14
6233,21
6234,20
6235,33
6236,15
6237,15
6238,12
6239,9
6240,31
6241,25
6242,28
6243,26
6244,29
6245,0
6246,10
6247,22
6248,29
6249,11
6250,45
6251,20
6252,29
6253,25
6254,30
6255,1
6256,11
6257,6
6258,14
6259,4
6260,34
6261,49
6262,9
6263,28
6264,0
6265,13
6266,9
6267,12
6268,30
6269,12
6270,1
6271,35
6272,17
6273,26
6274,8
6275,35
6276,42
6277,39
6278,17
6279,17
6280,47
6281,34
6282,41
6283,45
6284,18
6285,33
6286,43
6287,35
6288,40
6289,15
6290,17
6291,33
6292,47
6293,18
6294,37
6295,13
6296,41
6297,29
6298,12
6299,40
6300,40
6301,9
6302,44
6303,1
6304,42
6305,41
6306,13
6307,9
6308,29
6309,7
6310,13
6311,9
6312,18
6313,32
6314,12
6315,12
6316,29
6317,20
6318,11
6319,15
6320,17
6321,48
6322,44
6323,22
6324,9
6325,42
6326,2
6327,25
6328,10
6329,37
6330,12
6331,32
6332,39
6333,13
6334,39
6335,23
6336,42
6337,19
6338,9
6339,43
6340,20
6341,14
6342,22
6343,7
6344,30
6345,1
6346,45
6347,3
6348,41
6349,12
6350,36
6351,23
6352,35
6353,40
6354,10
6355,45
6356,34
6357,7
6358,20
6359,13
6360,36
6361,11
6362,49
6363,2
6364,39
6365,40
6366,23
6367,49
6368,26
6369,22
6370,10
6371,9
6372,29
6373,33
6374,15
6375,20
6376,31
6377,43
6378,43
6379,2
6380,9
6381,7
6382,36
6383,16
6384,33
6385,46
6386,2
6387,6
6388,33
6389,30
6390,35
6391,19
6392,36
6393,9
6394,47
6395,43
6396,13
6397,35
6398,1
6399,6
6400,21
6401,44
6402,14
6403,7
6404,29
6405,6
6406,18
6407,23
6408,10
6409,47
6410,47
6411,30
6412,2
6413,47
6414,14
6415,44
6416,9
6417,7
6418,36
6419,32
6420,18
6421,12
6422,41
6423,28
6424,11
6425,43
6426,47
6427,18
6428,16
6429,8
6430,18
6431,10
6432,40
6433,9
6434,47
6435,9
6436,6
6437,36
6438,3
6439,36
6440,23
6441,17
6442,18
6443,10
6444,48
6445,1
6446,48
6447,30
6448,41
6449,41
6450,39
6451,41
6452,46
6453,6
6454,26
6455,31
6456,15
6457,18
6458,17
6459,37
6460,3
6461,13
6462,42
6463,8
6464,42
6465,36
6466,15
6467,29
6468,6
6469,11
6470,36
6471,3
6472,12
6473,5
6474,45
6475,23
6476,28
6477,33
6478,7
6479,39
6480,10
6481,17
6482,42
6483,8
6484,23
6485,23
6486,44
6487,10
6488,48
6489,16
6490,7
6491,22
6492,35
6493,42
6494,29
6495,21
6496,22
6497,13
6498,23
6499,39
6500,22
6501,39
6502,25
6503,33
6504,12
6505,47
6506,25
6507,20
6508,14
6509,23
6510,37
6511,40
6512,15
6513,32
6514,28
6515,27
6516,35
6517,11
6518,34
6519,35
6520,7
6521,17
6522,40
6523,41
6524,7
6525,34
6526,48
6527,6
6528,25
6529,39
6530,7
6531,44
6532,47
6533,29
6534,18
6535,20
6536,41
6537,20
6538,49
6539,38
6540,44
6541,13
6542,8
6543,32
6544,37
6545,31
6546,17
6547,14
6548,30
6549,23
6550,9
6551,0
6552,13
6553,26
6554,6
6555,15
6556,28
6557,47
6558,17
6559,32
6560,30
6561,11
6562,9
6563,19
6564,26
6565,35
6566,28
6567,8
6568,2
6569,20
6570,1
6571,18
6572,12
6573,25
6574,33
6575,37
6576,4
6577,14
6578,22
6579,30
6580,9
6581,33
6582,19
6583,28
6584,3
6585,21
6586,28
6587,37
6588,19
6589,29
6590,37
6591,47
6592,44
6593,13
6594,37
6595,12
6596,19
6597,1
6598,23
6599,20
6600,18
6601,25
6602,17
6603,45
6604,45
6605,15
6606,26
6607,20
6608,34
6609,2
6610,16
6611,37
6612,18
6613,9
6614,17
6615,6
6616,46
6617,23
6618,30
6619,39
6620,27
6621,9
6622,19
6623,41
6624,0
6625,45
6626,0
6627,40
6628,31
6629,19
6630,47
6631,22
6632,11
6633,10
6634,5
6635,19
6636,45
6637,21
6638,1
6639,14
6640,30
6641,22
6642,13
6643,24
6644,28
6645,10
6646,19
6647,40
6648,12
6649,49
6650,22
6651,22
6652,41
6653,7
6654,32
6655,3
6656,44
6657,41
6658,47
6659,27
6660,6
6661,11
6662,3
6663,16
6664,19
6665,18
6666,39
6667,9
6668,45
6669,11
6670,12
6671,3
6672,40
6673,17
6674,44
6675,28
6676,13
6677,49
6678,20
6679,25
6680,22
6681,9
6682,17
6683,17
6684,33
6685,17
6686,1
6687,15
6688,14
6689,27
6690,7
6691,23
6692,15
6693,9
6694,35
6695,48
6696,12
6697,35
6698,11
6699,32
6700,43
6701,20
6702,5
6703,12
6704,47
6705,12
6706,28
6707,4
6708,35
6709,14
6710,6
6711,7
6712,41
6713,2
6714,9
6715,45
6716,41
6717,30
6718,15
6719,35
6720,7
6721,24
6722,38
6723,37
6724,45
6725,6
6726,33
6727,4
6728,38
6729,7
6730,46
6731,28
6732,33
6733,15
6734,13
6735,23
6736,40
6737,48
6738,29
6739,6
6740,8
6741,9
6742,27
6743,48
6744,45
6745,8
6746,14
6747,30
6748,7
6749,22
6750,46
6751,19
6752,36
6753,33
6754,35
6755,12
6756,35
6757,11
6758,25
6759,18
6760,40
6761,0
6762,35
6763,13
6764,3
6765,37
6766,39
6767,4
6768,49
6769,27
6770,8
6771,20
6772,25
6773,46
6774,33
6775,40
6776,38
6777,31
6778,48
6779,23
6780,43
6781,39
6782,11
6783,20
6784,18
6785,12
6786,48
6787,12
6788,44
6789,2
6790,11
6791,11
6792,12
6793,1
6794,21
6795,48
6796,6
6797,30
6798,26
6799,2
6800,10
6801,35
6802,47
6803,13
6804,39
6805,27
6806,29
6807,6
6808,49
6809,39
6810,34
6811,16
6812,27
6813,41
6814,25
6815,15
6816,4
6817,25
6818,8
6819,40
6820,48
6821,25
6822,42
6823,49
6824,43
6825,3
6826,0
6827,5
6828,43
6829,38
6830,3
6831,4
6832,8
6833,36
6834,26
6835,37
6836,27
6837,45
6838,49
6839,18
6840,25
6841,16
6842,1
6843,38
6844,20
6845,22
6846,40
6847,0
6848,23
6849,22
6850,39
6851,3
6852,14
6853,37
6854,47
6855,23
6856,27
6857,11
6858,49
6859,35
6860,43
6861,20
6862,35
6863,22
6864,11
6865,27
6866,6
6867,16
6868,47
6869,3
6870,43
6871,19
6872,20
6873,47
6874,47
6875,2
6876,3
6877,49
6878,38
6879,35
6880,35
6881,23
6882,46
6883,16
6884,40
6885,40
6886,4
6887,1
6888,28
6889,47
6890,16
6891,38
6892,27
6893,16
6894,27
6895,25
6896,49
6897,11
6898,43
6899,33
6900,42
6901,49
6902,24
6903,22
6904,49
6905,17
6906,33
6907,28
6908,11
6909,19
6910,39
6911,21
6912,2
6913,4
6914,40
6915,20
6916,18
6917,16
6918,3
6919,28
6920,3
6921,33
6922,6
6923,36
6924,36
6925,30
6926,25
6927,19
6928,33
6929,25
6930,11
6931,30
6932,45
6933,23
6934,11
6935,42
6936,34
6937,11
6938,19
6939,23
6940,37
6941,26
6942,26
6943,20
6944,29
6945,23
6946,43
6947,20
6948,5
6949,19
6950,43
6951,14
6952,18
6953,34
6954,4
6955,15
6956,12
6957,29
6958,22
6959,7
6960,42
6961,28
6962,28
6963,47
6964,35
6965,22
6966,25
6967,19
6968,20
6969,8
6970,24
6971,8
6972,49
6973,39
6974,11
6975,11
6976,36
6977,48
6978,9
6979,9
6980,33
6981,36
6982,37
6983,28
6984,49
6985,33
6986,22
6987,36
6988,13
6989,33
6990,11
6991,11
6992,46
6993,4
6994,1
6995,4
6996,15
6997,21
6998,41
6999,1
7000,27
7001,43
7002,35
7003,6
7004,36
7005,39
7006,41
7007,33
7008,8
7009,41
7010,16
7011,30
7012,43
7013,39
7014,1
7015,47
7016,1
7017,9
7018,44
7019,6
7020,9
7021,42
7022,12
7023,40
7024,47
7025,31
7026,36
7027,11
7028,40
7029,11
7030,8
7031,45
7032,43
7033,21
7034,33
7035,47
7036,14
7037,25
7038,9
7039,49
7040,20
7041,3
7042,44
7043,8
7044,12
7045,37
7046,47
7047,38
7048,45
7049,25
7050,39
7051,38
7052,8
7053,33
7054,49
7055,12
7056,24
7057,22
7058,36
7059,35
7060,25
7061,8
7062,10
7063,26
7064,49
7065,40
7066,17
7067,29
7068,10
7069,23
7070,25
7071,48
7072,2
7073,35
7074,46
7075,43
7076,24
7077,2
7078,28
7079,20
7080,39
7081,11
7082,44
7083,25
7084,0
7085,11
7086,18
7087,46
7088,7
7089,26
7090,16
7091,14
7092,43
7093,7
7094,30
7095,7
7096,20
7097,35
7098,38
7099,49
7100,25
7101,38
7102,7
7103,33
7104,14
7105,48
7106,40
7107,40
7108,46
7109,7
7110,20
7111,10
7112,26
7113,25
7114,44
7115,49
7116,4
7117,2
7118,1
7119,26
7120,49
7121,41
7122,29
7123,48
7124,9
7125,17
7126,6
7127,23
7128,33
7129,11
7130,31
7131,19
7132,39
7133,19
7134,28
7135,29
7136,36
7137,48
7138,34
7139,12
7140,20
7141,0
7142,17
7143,24
7144,44
7145,22
7146,22
7147,1
7148,49
7149,40
7150,2
7151,15
7152,20
7153,6
7154,9
7155,1
7156,12
7157,30
7158,48
7159,37
7160,23
7161,21
7162,27
7163,13
7164,0
7165,44
7166,8
7167,0
7168,36
7169,14
7170,40
7171,6
7172,31
7173,17
7174,20
7175,18
7176,3
7177,18
7178,33
7179,25
7180,9
7181,44
7182,3
7183,25
7184,18
7185,5
7186,39
7187,16
7188,49
7189,13
7190,7
7191,37
7192,20
7193,15
7194,8
7195,18
7196,27
7197,24
7198,33
7199,43
7200,16
7201,43
7202,45
7203,38
7204,16
7205,30
7206,4
7207,20
7208,17
7209,20
7210,11
7211,3
7212,39
7213,30
7214,41
7215,4
7216,11
7217,26
7218,9
7219,27
7220,38
7221,8
7222,17
7223,20
7224,15
7225,40
7226,8
7227,44
7228,15
7229,21
7230,12
7231,20
7232,23
7233,35
7234,12
7235,40
7236,6
7237,38
7238,14
7239,18
7240,9
7241,11
7242,44
7243,28
7244,37
7245,11
7246,17
7247,6
7248,47
7249,31
7250,31
7251,2
7252,17
7253,25
7254,1
7255,42
7256,33
7257,33
7258,44
7259,8
7260,15
7261,9
7262,0
7263,34
7264,19
7265,45
7266,27
7267,3
7268,22
7269,16
7270,42
7271,36
7272,14
7273,7
7274,34
7275,23
7276,3
7277,23
7278,24
7279,30
7280,9
7281,2
7282,21
7283,13
7284,40
7285,10
7286,22
7287,4
7288,7
7289,14
7290,0
7291,23
7292,35
7293,29
7294,13
7295,1
7296,7
7297,19
7298,33
7299,20
7300,9
7301,33
7302,36
7303,40
7304,26
7305,24
7306,13
7307,14
7308,12
7309,34
7310,28
7311,13
7312,10
7313,22
7314,31
7315,13
7316,26
7317,12
7318,29
7319,6
7320,10
7321,25
7322,49
7323,7
7324,30
7325,35
7326,8
7327,48
7328,2
7329,28
7330,39
7331,27
7332,28
7333,2
7334,1
7335,47
7336,8
7337,44
7338,42
7339,27
7340,26
7341,44
7342,49
7343,49
7344,11
7345,11
7346,14
7347,6
7348,9
7349,2
7350,48
7351,25
7352,13
7353,45
7354,33
7355,10
7356,6
7357,9
7358,7
7359,31
7360,28
7361,10
7362,9
7363,48
7364,3
7365,41
7366,35
7367,39
7368,24
7369,26
7370,4
7371,1
7372,41
7373,31
7374,14
7375,1
7376,43
7377,30
7378,16
7379,35
7380,46
7381,42
7382,39
7383,28
7384,32
7385,6
7386,0
7387,43
7388,22
7389,36
7390,25
7391,42
7392,39
7393,17
7394,12
7395,22
7396,37
7397,32
7398,31
7399,26
7400,40
7401,34
7402,48
7403,11
7404,38
7405,26
7406,1
7407,32
7408,20
7409,17
7410,19
7411,40
7412,24
7413,26
7414,37
7415,8
7416,13
7417,29
7418,20
7419,48
7420,6
7421,39
7422,8
7423,25
7424,27
7425,12
7426,35
7427,21
7428,11
7429,7
7430,41
7431,1
7432,40
7433,30
7434,0
7435,20
7436,22
7437,8
7438,43
7439,3
7440,9
7441,6
7442,42
7443,24
7444,35
7445,0
7446,41
7447,18
7448,46
7449,49
7450,45
7451,27
7452,41
7453,45
7454,8
7455,14
7456,26
7457,32
7458,41
7459,48
7460,0
7461,3
7462,31
7463,11
7464,48
7465,18
7466,3
7467,6
7468,37
7469,37
7470,48
7471,27
7472,2
7473,8
7474,32
7475,25
7476,27
7477,6
7478,44
7479,31
7480,15
7481,28
7482,25
7483,28
7484,12
7485,40
7486,30
7487,17
7488,19
7489,23
7490,28
7491,3
7492,16
7493,25
7494,24
7495,15
7496,29
7497,6
7498,1
7499,4
7500,41
7501,22
7502,23
7503,11
7504,24
7505,39
7506,11
7507,3
7508,45
7509,45
7510,3
7511,41
7512,1
7513,7
7514,19
7515,28
7516,26
7517,41
7518,47
7519,27
7520,8
7521,48
7522,25
7523,2
7524,16
7525,26
7526,32
7527,14
7528,45
7529,38
7530,17
7531,23
7532,13
7533,2
7534,41
7535,20
7536,25
7537,28
7538,23
7539,28
7540,6
7541,21
7542,11
7543,33
7544,12
7545,29
7546,4
7547,39
7548,9
7549,3
7550,44
7551,43
7552,8
7553,7
7554,36
7555,38
7556,40
7557,33
7558,43
7559,43
7560,26
7561,14
7562,23
7563,9
7564,49
7565,13
7566,3
7567,21
7568,20
7569,21
7570,1
7571,6
7572,21
7573,43
7574,5
7575,26
7576,41
7577,14
7578,30
7579,15
7580,48
7581,21
7582,48
7583,19
7584,22
7585,32
7586,48
7587,45
7588,36
7589,14
7590,9
7591,28
7592,43
7593,46
7594,15
7595,19
7596,40
7597,34
7598,9
7599,34
7600,30
7601,4
7602,34
7603,20
7604,29
7605,30
7606,4
7607,46
7608,15
7609,47
7610,45
7611,9
7612,34
7613,13
7614,11
7615,25
7616,45
7617,3
7618,15
7619,6
7620,34
7621,15
7622,27
7623,15
7624,0
7625,48
7626,41
7627,11
7628,40
7629,45
7630,40
7631,6
7632,16
7633,38
7634,14
7635,5
7636,7
7637,24
7638,14
7639,34
7640,29
7641,36
7642,12
7643,25
7644,40
7645,21
7646,10
7647,2
7648,11
7649,38
7650,16
7651,25
7652,28
7653,12
7654,43
7655,36
7656,6
7657,21
7658,3
7659,36
7660,42
7661,40
7662,33
7663,34
7664,40
7665,19
7666,25
7667,35
7668,37
7669,20
7670,32
7671,4
7672,32
7673,28
7674,20
7675,0
7676,22
7677,19
7678,39
7679,7
7680,6
7681,11
7682,44
7683,14
7684,20
7685,43
7686,24
7687,4
7688,43
7689,48
7690,41
7691,35
7692,19
7693,41
7694,44
7695,16
7696,12
7697,24
7698,39
7699,22
7700,2
7701,13
7702,14
7703,31
7704,12
7705,9
7706,44
7707,25
7708,47
7709,33
7710,22
7711,40
7712,11
7713,29
7714,15
7715,49
7716,1
7717,42
7718,23
7719,37
7720,29
7721,22
7722,21
7723,17
7724,28
7725,44
7726,23
7727,11
7728,11
7729,41
7730,29
7731,19
7732,8
7733,30
7734,39
7735,16
7736,47
7737,47
7738,39
7739,2
7740,1
7741,13
7742,7
7743,18
7744,18
7745,44
7746,4
7747,35
7748,11
7749,25
7750,20
7751,13
7752,40
7753,4
7754,26
7755,37
7756,36
7757,39
7758,42
7759,24
7760,38
7761,26
7762,38
7763,35
7764,40
7765,40
7766,23
7767,17
7768,10
7769,9
7770,39
7771,17
7772,41
7773,33
7774,40
7775,45
7776,11
7777,13
7778,35
7779,12
7780,12
7781,33
7782,49
7783,38
7784,9
7785,4
7786,23
7787,24
7788,30
7789,21
7790,48
7791,24
7792,35
7793,45
7794,41
7795,30
7796,40
7797,15
7798,4
7799,42
7800,37
7801,37
7802,11
7803,40
7804,19
7805,43
7806,48
7807,33
7808,33
7809,46
7810,28
7811,18
7812,48
7813,41
7814,29
7815,18
7816,36
7817,28
7818,35
7819,16
7820,12
7821,33
7822,28
7823,13
7824,23
7825,40
7826,49
7827,35
7828,37
7829,23
7830,8
7831,3
7832,42
7833,48
7834,10
7835,3
7836,24
7837,30
7838,26
7839,12
7840,7
7841,8
7842,7
7843,12
7844,4
7845,26
7846,13
7847,0
7848,40
7849,20
7850,33
7851,17
7852,30
7853,49
7854,41
7855,11
7856,9
7857,29
7858,2
7859,6
7860,48
7861,47
7862,23
7863,6
7864,11
7865,28
7866,35
7867,44
7868,1
7869,23
7870,24
7871,26
7872,23
7873,3
7874,10
7875,11
7876,34
7877,3
7878,4
7879,47
7880,26
7881,33
7882,20
7883,0
7884,28
7885,11
7886,5
7887,29
7888,32
7889,9
7890,36
7891,34
7892,27
7893,22
7894,39
7895,40
7896,28
7897,26
7898,10
7899,20
7900,48
7901,23
7902,17
7903,37
7904,24
7905,45
7906,7
7907,47
7908,15
7909,4
7910,11
7911,10
7912,36
7913,12
7914,31
7915,18
7916,6
7917,2
7918,34
7919,20
7920,25
7921,13
7922,49
7923,41
7924,19
7925,43
7926,4
7927,35
7928,48
7929,45
7930,30
7931,11
7932,7
7933,22
7934,3
7935,41
7936,41
7937,32
7938,13
7939,9
7940,40
7941,36
7942,13
7943,16
7944,17
7945,27
7946,47
7947,33
7948,44
7949,40
7950,46
7951,27
7952,49
7953,33
7954,32
7955,11
7956,35
7957,17
7958,9
7959,33
7960,37
7961,13
7962,16
7963,19
7964,10
7965,36
7966,35
7967,24
7968,12
7969,23
7970,11
7971,18
7972,16
7973,47
7974,1
7975,42
7976,48
7977,43
7978,4
7979,49
7980,18
7981,25
7982,24
7983,18
7984,30
7985,35
7986,11
7987,25
7988,47
7989,26
7990,7
7991,35
7992,34
7993,43
7994,31
7995,15
7996,21
7997,25
7998,3
7999,8
8000,20
8001,25
8002,37
8003,12
8004,28
8005,31
8006,9
8007,20
8008,20
8009,44
8010,12
8011,3
8012,41
8013,1
8014,19
8015,45
8016,36
8017,23
8018,25
8019,48
8020,33
8021,14
8022,34
8023,34
8024,18
8025,47
8026,32
8027,9
8028,4
8029,13
8030,19
8031,41
8032,8
8033,10
8034,20
8035,33
8036,29
8037,22
8038,38
8039,49
8040,21
8041,32
8042,4
8043,39
8044,37
8045,15
8046,16
8047,33
8048,41
8049,7
8050,49
8051,19
8052,3
8053,9
8054,40
8055,36
8056,18
8057,46
8058,39
8059,23
8060,30
8061,33
8062,8
8063,30
8064,8
8065,13
8066,20
8067,3
8068,28
8069,9
8070,44
8071,44
8072,8
8073,47
8074,28
8075,33
8076,47
8077,20
8078,21
8079,36
8080,6
8081,17
8082,12
8083,29
8084,11
8085,14
8086,10
8087,25
8088,27
8089,17
8090,6
8091,30
8092,35
8093,24
8094,36
8095,49
8096,49
8097,20
8098,3
8099,29
8100,3
8101,37
8102,30
8103,38
8104,7
8105,41
8106,41
8107,33
8108,33
8109,32
8110,3
8111,21
8112,45
8113,24
8114,36
8115,43
8116,14
8117,29
8118,21
8119,44
8120,13
8121,23
8122,35
8123,11
8124,24
8125,48
8126,41
8127,24
8128,27
8129,12
8130,9
8131,36
8132,48
8133,48
8134,32
8135,6
8136,47
8137,39
8138,21
8139,1
8140,43
8141,48
8142,19
8143,6
8144,0
8145,5
8146,16
8147,40
8148,7
8149,17
8150,33
8151,30
8152,29
8153,40
8154,39
8155,42
8156,36
8157,6
8158,31
8159,32
8160,41
8161,47
8162,41
8163,3
8164,24
8165,7
8166,5
8167,38
8168,25
8169,16
8170,18
8171,10
8172,17
8173,48
8174,36
8175,45
8176,14
8177,18
8178,44
8179,15
8180,22
8181,47
8182,37
8183,34
8184,35
8185,25
8186,27
8187,13
8188,11
8189,9
8190,6
8191,40
8192,45
8193,41
8194,23
8195,17
8196,10
8197,41
8198,44
8199,19
8200,46
8201,37
8202,30
8203,43
8204,26
8205,28
8206,18
8207,13
8208,12
8209,39
8210,27
8211,36
8212,22
8213,24
8214,30
8215,33
8216,14
8217,45
8218,12
8219,8
8220,49
8221,7
8222,30
8223,3
8224,10
8225,27
8226,5
8227,7
8228,6
8229,40
8230,37
8231,6
8232,30
8233,34
8234,47
8235,20
8236,13
8237,3
8238,16
8239,38
8240,25
8241,35
8242,36
8243,4
8244,22
8245,20
8246,23
8247,24
8248,11
8249,47
8250,9
8251,30
8252,32
8253,38
8254,8
8255,20
8256,45
8257,3
8258,48
8259,6
8260,23
8261,16
8262,31
8263,37
8264,46
8265,17
8266,1
8267,22
8268,36
8269,48
8270,32
8271,41
8272,12
8273,40
8274,32
8275,32
8276,1
8277,25
8278,31
8279,30
8280,35
8281,17
8282,35
8283,19
8284,26
8285,46
8286,44
8287,7
8288,12
8289,5
8290,3
8291,31
8292,49
8293,42
8294,12
8295,6
8296,23
8297,45
8298,30
8299,35
8300,47
8301,27
8302,36
8303,17
8304,27
8305,42
8306,36
8307,24
8308,26
8309,2
8310,13
8311,15
8312,30
8313,35
8314,11
8315,8
8316,46
8317,19
8318,22
8319,13
8320,31
8321,42
8322,36
8323,1
8324,18
8325,41
8326,14
8327,33
8328,39
8329,30
8330,4
8331,17
8332,34
8333,41
8334,48
8335,34
8336,22
8337,43
8338,8
8339,17
8340,33
8341,1
8342,42
8343,1
8344,20
8345,33
8346,16
8347,20
8348,18
8349,11
8350,32
8351,45
8352,13
8353,22
8354,13
8355,25
8356,17
8357,13
8358,3
8359,46
8360,22
8361,17
8362,3
8363,12
8364,32
8365,4
8366,23
8367,2
8368,1
8369,20
8370,40
8371,31
8372,1
8373,7
8374,23
8375,46
8376,47
8377,9
8378,14
8379,22
8380,18
8381,41
8382,26
8383,31
8384,15
8385,33
8386,38
8387,35
8388,41
8389,33
8390,4
8391,18
8392,28
8393,29
8394,10
8395,33
8396,46
8397,21
8398,12
8399,20
8400,36
8401,26
8402,7
8403,32
8404,43
8405,11
8406,30
8407,29
8408,24
8409,40
8410,14
8411,34
8412,47
8413,21
8414,24
8415,23
8416,27
8417,1
8418,36
8419,39
8420,18
8421,34
8422,20
8423,45
8424,15
8425,32
8426,36
8427,0
8428,43
8429,6
8430,32
8431,40
8432,38
8433,22
8434,3
8435,43
8436,21
8437,26
8438,14
8439,35
8440,25
8441,22
8442,27
8443,38
8444,3
8445,35
8446,19
8447,30
8448,48
8449,31
8450,25
8451,42
8452,7
8453,19
8454,15
8455,30
8456,26
8457,17
8458,23
8459,23
8460,36
8461,31
8462,1
8463,39
8464,17
8465,7
8466,9
8467,2
8468,42
8469,21
8470,33
8471,30
8472,2
8473,39
8474,48
8475,36
8476,26
8477,30
8478,29
8479,40
8480,12
8481,34
8482,23
8483,26
8484,1
8485,45
8486,48
8487,35
8488,30
8489,48
8490,24
8491,35
8492,20
8493,7
8494,20
8495,16
8496,7
8497,15
8498,0
8499,1
8500,42
8501,27
8502,27
8503,17
8504,43
8505,27
8506,4
8507,2
8508,29
8509,16
8510,30
8511,29
8512,31
8513,4
8514,24
8515,3
8516,33
8517,15
8518,44
8519,41
8520,36
8521,23
8522,15
8523,24
8524,6
8525,45
8526,43
8527,4
8528,8
8529,25
8530,9
8531,12
8532,16
8533,40
8534,12
8535,13
8536,11
8537,3
8538,41
8539,38
8540,43
8541,44
8542,23
8543,9
8544,30
8545,31
8546,30
8547,20
8548,10
8549,11
8550,25
8551,36
8552,12
8553,18
8554,49
8555,10
8556,24
8557,33
8558,21
8559,12
8560,0
8561,24
8562,33
8563,47
8564,1
8565,12
8566,40
8567,18
8568,23
8569,47
8570,25
8571,39
8572,8
8573,39
8574,43
8575,24
8576,4
8577,12
8578,1
8579,11
8580,38
8581,22
8582,9
8583,42
8584,23
8585,34
8586,28
8587,49
8588,12
8589,37
8590,35
8591,3
8592,3
8593,47
8594,18
8595,2
